match_id,tournament_year,stage,group_name,date,home_team,away_team,home_goals,away_goals,winner,is_draw,went_to_extra_time,went_to_penalties,home_penalties,away_penalties,stadium,city,host_country
M-2014-38,2014,group stage,Group D,2014-06-24,Italy,Uruguay,0,1,Uruguay,False,0,0,0,0,Arena das Dunas,Natal,Brazil
M-2014-39,2014,group stage,Group C,2014-06-24,Japan,Colombia,1,4,Colombia,False,0,0,0,0,Arena Pantanal,Cuiabá,Brazil
M-2014-40,2014,group stage,Group C,2014-06-24,Greece,Ivory Coast,2,1,Greece,False,0,0,0,0,Estádio Castelão,Fortaleza,Brazil
M-2014-41,2014,group stage,Group F,2014-06-25,Bosnia and Herzegovina,Iran,3,1,Bosnia and Herzegovina,False,0,0,0,0,Arena Fonte Nova,Salvador,Brazil
M-2014-42,2014,group stage,Group F,2014-06-25,Nigeria,Argentina,2,3,Argentina,False,0,0,0,0,Estádio Beira-Rio,Porto Alegre,Brazil
M-2014-43,2014,group stage,Group E,2014-06-25,Honduras,Switzerland,0,3,Switzerland,False,0,0,0,0,Arena da Amazônia,Manaus,Brazil
M-2014-44,2014,group stage,Group E,2014-06-25,Ecuador,France,0,0,Draw,True,0,0,0,0,Estádio do Maracanã,Rio de Janeiro,Brazil
M-2014-45,2014,group stage,Group G,2014-06-26,Portugal,Ghana,2,1,Portugal,False,0,0,0,0,Estádio Nacional,Brasília,Brazil
M-2014-46,2014,group stage,Group G,2014-06-26,United States,Germany,0,1,Germany,False,0,0,0,0,Arena Pernambuco,Recife,Brazil
M-2014-47,2014,group stage,Group H,2014-06-26,Algeria,Russia,1,1,Draw,True,0,0,0,0,Arena da Baixada,Curitiba,Brazil
M-2014-48,2014,group stage,Group H,2014-06-26,South Korea,Belgium,0,1,Belgium,False,0,0,0,0,Arena Corinthians,São Paulo,Brazil
M-2014-49,2014,round of 16,not applicable,2014-06-28,Brazil,Chile,1,1,Draw,True,1,1,3,2,Estádio Mineirão,Belo Horizonte,Brazil
M-2014-50,2014,round of 16,not applicable,2014-06-28,Colombia,Uruguay,2,0,Colombia,False,0,0,0,0,Estádio do Maracanã,Rio de Janeiro,Brazil
M-2014-51,2014,round of 16,not applicable,2014-06-29,Netherlands,Mexico,2,1,Netherlands,False,0,0,0,0,Estádio Castelão,Fortaleza,Brazil
M-2014-52,2014,round of 16,not applicable,2014-06-29,Costa Rica,Greece,1,1,Draw,True,1,1,5,3,Arena Pernambuco,Recife,Brazil
M-2014-53,2014,round of 16,not applicable,2014-06-30,France,Nigeria,2,0,France,False,0,0,0,0,Estádio Nacional,Brasília,Brazil
M-2014-54,2014,round of 16,not applicable,2014-06-30,Germany,Algeria,2,1,Germany,False,1,0,0,0,Estádio Beira-Rio,Porto Alegre,Brazil
M-2014-55,2014,round of 16,not applicable,2014-07-01,Argentina,Switzerland,1,0,Argentina,False,1,0,0,0,Arena Corinthians,São Paulo,Brazil
M-2014-56,2014,round of 16,not applicable,2014-07-01,Belgium,United States,2,1,Belgium,False,1,0,0,0,Arena Fonte Nova,Salvador,Brazil
M-2014-57,2014,quarter-finals,not applicable,2014-07-04,France,Germany,0,1,Germany,False,0,0,0,0,Estádio do Maracanã,Rio de Janeiro,Brazil
M-2014-58,2014,quarter-finals,not applicable,2014-07-04,Brazil,Colombia,2,1,Brazil,False,0,0,0,0,Estádio Castelão,Fortaleza,Brazil
M-2014-59,2014,quarter-finals,not applicable,2014-07-05,Argentina,Belgium,1,0,Argentina,False,0,0,0,0,Estádio Nacional,Brasília,Brazil
M-2014-60,2014,quarter-finals,not applicable,2014-07-05,Netherlands,Costa Rica,0,0,Draw,True,1,1,4,3,Arena Fonte Nova,Salvador,Brazil
M-2014-61,2014,semi-finals,not applicable,2014-07-08,Brazil,Germany,1,7,Germany,False,0,0,0,0,Estádio Mineirão,Belo Horizonte,Brazil
M-2014-62,2014,semi-finals,not applicable,2014-07-09,Netherlands,Argentina,0,0,Draw,True,1,1,2,4,Arena Corinthians,São Paulo,Brazil
M-2014-63,2014,third-place match,not applicable,2014-07-12,Brazil,Netherlands,0,3,Netherlands,False,0,0,0,0,Estádio Nacional,Brasília,Brazil
M-2014-64,2014,final,not applicable,2014-07-13,Germany,Argentina,1,0,Germany,False,1,0,0,0,Estádio do Maracanã,Rio de Janeiro,Brazil
M-2018-01,2018,group stage,Group A,2018-06-14,Russia,Saudi Arabia,5,0,Russia,False,0,0,0,0,Luzhniki Stadium,Moscow,Russia
M-2018-02,2018,group stage,Group A,2018-06-15,Egypt,Uruguay,0,1,Uruguay,False,0,0,0,0,Central Stadium,Yekaterinburg,Russia
M-2018-03,2018,group stage,Group B,2018-06-15,Morocco,Iran,0,1,Iran,False,0,0,0,0,Krestovsky Stadium,Saint Petersburg,Russia
M-2018-04,2018,group stage,Group B,2018-06-15,Portugal,Spain,3,3,Draw,True,0,0,0,0,Fisht Olympic Stadium,Sochi,Russia
M-2018-05,2018,group stage,Group C,2018-06-16,France,Australia,2,1,France,False,0,0,0,0,Kazan Arena,Kazan,Russia
M-2018-06,2018,group stage,Group D,2018-06-16,Argentina,Iceland,1,1,Draw,True,0,0,0,0,Otkritie Arena,Moscow,Russia
M-2018-07,2018,group stage,Group C,2018-06-16,Peru,Denmark,0,1,Denmark,False,0,0,0,0,Mordovia Arena,Saransk,Russia
M-2018-08,2018,group stage,Group D,2018-06-16,Croatia,Nigeria,2,0,Croatia,False,0,0,0,0,Kaliningrad Stadium,Kaliningrad,Russia
M-2018-09,2018,group stage,Group E,2018-06-17,Costa Rica,Serbia,0,1,Serbia,False,0,0,0,0,Samara Arena,Samara,Russia
M-2018-10,2018,group stage,Group F,2018-06-17,Germany,Mexico,0,1,Mexico,False,0,0,0,0,Luzhniki Stadium,Moscow,Russia
M-2018-11,2018,group stage,Group E,2018-06-17,Brazil,Switzerland,1,1,Draw,True,0,0,0,0,Rostov Arena,Rostov-on-Don,Russia
M-2018-12,2018,group stage,Group F,2018-06-18,Sweden,South Korea,1,0,Sweden,False,0,0,0,0,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia
M-2018-13,2018,group stage,Group G,2018-06-18,Belgium,Panama,3,0,Belgium,False,0,0,0,0,Fisht Olympic Stadium,Sochi,Russia
M-2018-14,2018,group stage,Group G,2018-06-18,Tunisia,England,1,2,England,False,0,0,0,0,Volgograd Arena,Volgograd,Russia
M-2018-15,2018,group stage,Group H,2018-06-19,Colombia,Japan,1,2,Japan,False,0,0,0,0,Mordovia Arena,Saransk,Russia
M-2018-16,2018,group stage,Group H,2018-06-19,Poland,Senegal,1,2,Senegal,False,0,0,0,0,Otkritie Arena,Moscow,Russia
M-2018-17,2018,group stage,Group A,2018-06-19,Russia,Egypt,3,1,Russia,False,0,0,0,0,Krestovsky Stadium,Saint Petersburg,Russia
M-2018-18,2018,group stage,Group B,2018-06-20,Portugal,Morocco,1,0,Portugal,False,0,0,0,0,Luzhniki Stadium,Moscow,Russia
M-2018-19,2018,group stage,Group A,2018-06-20,Uruguay,Saudi Arabia,1,0,Uruguay,False,0,0,0,0,Rostov Arena,Rostov-on-Don,Russia
M-2018-20,2018,group stage,Group B,2018-06-20,Iran,Spain,0,1,Spain,False,0,0,0,0,Kazan Arena,Kazan,Russia
M-2018-21,2018,group stage,Group C,2018-06-21,Denmark,Australia,1,1,Draw,True,0,0,0,0,Samara Arena,Samara,Russia
M-2018-22,2018,group stage,Group C,2018-06-21,France,Peru,1,0,France,False,0,0,0,0,Central Stadium,Yekaterinburg,Russia
M-2018-23,2018,group stage,Group D,2018-06-21,Argentina,Croatia,0,3,Croatia,False,0,0,0,0,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia
M-2018-24,2018,group stage,Group E,2018-06-22,Brazil,Costa Rica,2,0,Brazil,False,0,0,0,0,Krestovsky Stadium,Saint Petersburg,Russia
M-2018-25,2018,group stage,Group D,2018-06-22,Nigeria,Iceland,2,0,Nigeria,False,0,0,0,0,Volgograd Arena,Volgograd,Russia
M-2018-26,2018,group stage,Group E,2018-06-22,Serbia,Switzerland,1,2,Switzerland,False,0,0,0,0,Kaliningrad Stadium,Kaliningrad,Russia
M-2018-27,2018,group stage,Group G,2018-06-23,Belgium,Tunisia,5,2,Belgium,False,0,0,0,0,Otkritie Arena,Moscow,Russia
M-2018-28,2018,group stage,Group F,2018-06-23,South Korea,Mexico,1,2,Mexico,False,0,0,0,0,Rostov Arena,Rostov-on-Don,Russia
M-2018-29,2018,group stage,Group F,2018-06-23,Germany,Sweden,2,1,Germany,False,0,0,0,0,Fisht Olympic Stadium,Sochi,Russia
M-2018-30,2018,group stage,Group G,2018-06-24,England,Panama,6,1,England,False,0,0,0,0,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia
M-2018-31,2018,group stage,Group H,2018-06-24,Japan,Senegal,2,2,Draw,True,0,0,0,0,Central Stadium,Yekaterinburg,Russia
M-2018-32,2018,group stage,Group H,2018-06-24,Poland,Colombia,0,3,Colombia,False,0,0,0,0,Kazan Arena,Kazan,Russia
M-2018-33,2018,group stage,Group A,2018-06-25,Saudi Arabia,Egypt,2,1,Saudi Arabia,False,0,0,0,0,Volgograd Arena,Volgograd,Russia
M-2018-34,2018,group stage,Group A,2018-06-25,Uruguay,Russia,3,0,Uruguay,False,0,0,0,0,Samara Arena,Samara,Russia
M-2018-35,2018,group stage,Group B,2018-06-25,Spain,Morocco,2,2,Draw,True,0,0,0,0,Kaliningrad Stadium,Kaliningrad,Russia
M-2018-36,2018,group stage,Group B,2018-06-25,Iran,Portugal,1,1,Draw,True,0,0,0,0,Mordovia Arena,Saransk,Russia
M-2018-37,2018,group stage,Group C,2018-06-26,Australia,Peru,0,2,Peru,False,0,0,0,0,Fisht Olympic Stadium,Sochi,Russia
M-2018-38,2018,group stage,Group C,2018-06-26,Denmark,France,0,0,Draw,True,0,0,0,0,Luzhniki Stadium,Moscow,Russia
M-2018-39,2018,group stage,Group D,2018-06-26,Iceland,Croatia,1,2,Croatia,False,0,0,0,0,Rostov Arena,Rostov-on-Don,Russia
M-2018-40,2018,group stage,Group D,2018-06-26,Nigeria,Argentina,1,2,Argentina,False,0,0,0,0,Krestovsky Stadium,Saint Petersburg,Russia
M-2018-41,2018,group stage,Group F,2018-06-27,South Korea,Germany,2,0,South Korea,False,0,0,0,0,Kazan Arena,Kazan,Russia
M-2018-42,2018,group stage,Group F,2018-06-27,Mexico,Sweden,0,3,Sweden,False,0,0,0,0,Central Stadium,Yekaterinburg,Russia
M-2018-43,2018,group stage,Group E,2018-06-27,Serbia,Brazil,0,2,Brazil,False,0,0,0,0,Otkritie Arena,Moscow,Russia
M-2018-44,2018,group stage,Group E,2018-06-27,Switzerland,Costa Rica,2,2,Draw,True,0,0,0,0,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia
M-2018-45,2018,group stage,Group H,2018-06-28,Japan,Poland,0,1,Poland,False,0,0,0,0,Volgograd Arena,Volgograd,Russia
M-2018-46,2018,group stage,Group H,2018-06-28,Senegal,Colombia,0,1,Colombia,False,0,0,0,0,Samara Arena,Samara,Russia
M-2018-47,2018,group stage,Group G,2018-06-28,England,Belgium,0,1,Belgium,False,0,0,0,0,Kaliningrad Stadium,Kaliningrad,Russia
M-2018-48,2018,group stage,Group G,2018-06-28,Panama,Tunisia,1,2,Tunisia,False,0,0,0,0,Mordovia Arena,Saransk,Russia
M-2018-49,2018,round of 16,not applicable,2018-06-30,France,Argentina,4,3,France,False,0,0,0,0,Kazan Arena,Kazan,Russia
M-2018-50,2018,round of 16,not applicable,2018-06-30,Uruguay,Portugal,2,1,Uruguay,False,0,0,0,0,Fisht Olympic Stadium,Sochi,Russia
M-2018-51,2018,round of 16,not applicable,2018-07-01,Spain,Russia,1,1,Draw,True,1,1,3,4,Luzhniki Stadium,Moscow,Russia
M-2018-52,2018,round of 16,not applicable,2018-07-01,Croatia,Denmark,1,1,Draw,True,1,1,3,2,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia
M-2018-53,2018,round of 16,not applicable,2018-07-02,Brazil,Mexico,2,0,Brazil,False,0,0,0,0,Samara Arena,Samara,Russia
M-2018-54,2018,round of 16,not applicable,2018-07-02,Belgium,Japan,3,2,Belgium,False,0,0,0,0,Rostov Arena,Rostov-on-Don,Russia
M-2018-55,2018,round of 16,not applicable,2018-07-03,Sweden,Switzerland,1,0,Sweden,False,0,0,0,0,Krestovsky Stadium,Saint Petersburg,Russia
M-2018-56,2018,round of 16,not applicable,2018-07-03,Colombia,England,1,1,Draw,True,1,1,3,4,Otkritie Arena,Moscow,Russia
M-2018-57,2018,quarter-finals,not applicable,2018-07-06,Uruguay,France,0,2,France,False,0,0,0,0,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia
M-2018-58,2018,quarter-finals,not applicable,2018-07-06,Brazil,Belgium,1,2,Belgium,False,0,0,0,0,Kazan Arena,Kazan,Russia
M-2018-59,2018,quarter-finals,not applicable,2018-07-07,Sweden,England,0,2,England,False,0,0,0,0,Samara Arena,Samara,Russia
M-2018-60,2018,quarter-finals,not applicable,2018-07-07,Russia,Croatia,2,2,Draw,True,1,1,3,4,Fisht Olympic Stadium,Sochi,Russia
M-2018-61,2018,semi-finals,not applicable,2018-07-10,France,Belgium,1,0,France,False,0,0,0,0,Krestovsky Stadium,Saint Petersburg,Russia
M-2018-62,2018,semi-finals,not applicable,2018-07-11,Croatia,England,2,1,Croatia,False,1,0,0,0,Luzhniki Stadium,Moscow,Russia
M-2018-63,2018,third-place match,not applicable,2018-07-14,Belgium,England,2,0,Belgium,False,0,0,0,0,Krestovsky Stadium,Saint Petersburg,Russia
M-2018-64,2018,final,not applicable,2018-07-15,France,Croatia,4,2,France,False,0,0,0,0,Luzhniki Stadium,Moscow,Russia
M-2022-01,2022,group stage,Group A,2022-11-20,Qatar,Ecuador,0,2,Ecuador,False,0,0,0,0,Al Bayt Stadium,Al Khor,Qatar
M-2022-02,2022,group stage,Group B,2022-11-21,England,Iran,6,2,England,False,0,0,0,0,Khalifa International Stadium,Al Rayyan,Qatar
M-2022-03,2022,group stage,Group A,2022-11-21,Senegal,Netherlands,0,2,Netherlands,False,0,0,0,0,Al Thumama Stadium,Doha,Qatar
M-2022-04,2022,group stage,Group B,2022-11-21,United States,Wales,1,1,Draw,True,0,0,0,0,Ahmad bin Ali Stadium,Al Rayyan,Qatar
M-2022-05,2022,group stage,Group C,2022-11-22,Argentina,Saudi Arabia,1,2,Saudi Arabia,False,0,0,0,0,Lusail Stadium,Lusail,Qatar
M-2022-06,2022,group stage,Group D,2022-11-22,Denmark,Tunisia,0,0,Draw,True,0,0,0,0,Education City Stadium,Al Rayyan,Qatar
M-2022-07,2022,group stage,Group C,2022-11-22,Mexico,Poland,0,0,Draw,True,0,0,0,0,Stadium 974,Doha,Qatar
M-2022-08,2022,group stage,Group D,2022-11-22,France,Australia,4,1,France,False,0,0,0,0,Al Janoub Stadium,Al Wakrah,Qatar
M-2022-09,2022,group stage,Group F,2022-11-23,Morocco,Croatia,0,0,Draw,True,0,0,0,0,Al Bayt Stadium,Al Khor,Qatar
M-2022-10,2022,group stage,Group E,2022-11-23,Germany,Japan,1,2,Japan,False,0,0,0,0,Khalifa International Stadium,Al Rayyan,Qatar
M-2022-11,2022,group stage,Group E,2022-11-23,Spain,Costa Rica,7,0,Spain,False,0,0,0,0,Al Thumama Stadium,Doha,Qatar
M-2022-12,2022,group stage,Group F,2022-11-23,Belgium,Canada,1,0,Belgium,False,0,0,0,0,Ahmad bin Ali Stadium,Al Rayyan,Qatar
M-2022-13,2022,group stage,Group G,2022-11-24,Switzerland,Cameroon,1,0,Switzerland,False,0,0,0,0,Al Janoub Stadium,Al Wakrah,Qatar
M-2022-14,2022,group stage,Group H,2022-11-24,Uruguay,South Korea,0,0,Draw,True,0,0,0,0,Education City Stadium,Al Rayyan,Qatar
M-2022-15,2022,group stage,Group H,2022-11-24,Portugal,Ghana,3,2,Portugal,False,0,0,0,0,Stadium 974,Doha,Qatar
M-2022-16,2022,group stage,Group G,2022-11-24,Brazil,Serbia,2,0,Brazil,False,0,0,0,0,Lusail Stadium,Lusail,Qatar
M-2022-17,2022,group stage,Group B,2022-11-25,Wales,Iran,0,2,Iran,False,0,0,0,0,Ahmad bin Ali Stadium,Al Rayyan,Qatar
M-2022-18,2022,group stage,Group A,2022-11-25,Qatar,Senegal,1,3,Senegal,False,0,0,0,0,Al Thumama Stadium,Doha,Qatar
M-2022-19,2022,group stage,Group A,2022-11-25,Netherlands,Ecuador,1,1,Draw,True,0,0,0,0,Khalifa International Stadium,Al Rayyan,Qatar
M-2022-20,2022,group stage,Group B,2022-11-25,England,United States,0,0,Draw,True,0,0,0,0,Al Bayt Stadium,Al Khor,Qatar
M-2022-21,2022,group stage,Group D,2022-11-26,Tunisia,Australia,0,1,Australia,False,0,0,0,0,Al Janoub Stadium,Al Wakrah,Qatar
M-2022-22,2022,group stage,Group C,2022-11-26,Poland,Saudi Arabia,2,0,Poland,False,0,0,0,0,Education City Stadium,Al Rayyan,Qatar
M-2022-23,2022,group stage,Group D,2022-11-26,France,Denmark,2,1,France,False,0,0,0,0,Stadium 974,Doha,Qatar
M-2022-24,2022,group stage,Group C,2022-11-26,Argentina,Mexico,2,0,Argentina,False,0,0,0,0,Lusail Stadium,Lusail,Qatar
M-2022-25,2022,group stage,Group E,2022-11-27,Japan,Costa Rica,0,1,Costa Rica,False,0,0,0,0,Ahmad bin Ali Stadium,Al Rayyan,Qatar
M-2022-26,2022,group stage,Group F,2022-11-27,Belgium,Morocco,0,2,Morocco,False,0,0,0,0,Al Thumama Stadium,Doha,Qatar
M-2022-27,2022,group stage,Group F,2022-11-27,Croatia,Canada,4,1,Croatia,False,0,0,0,0,Khalifa International Stadium,Al Rayyan,Qatar
M-2022-28,2022,group stage,Group E,2022-11-27,Spain,Germany,1,1,Draw,True,0,0,0,0,Al Bayt Stadium,Al Khor,Qatar
M-2022-29,2022,group stage,Group G,2022-11-28,Cameroon,Serbia,3,3,Draw,True,0,0,0,0,Al Janoub Stadium,Al Wakrah,Qatar
M-2022-30,2022,group stage,Group H,2022-11-28,South Korea,Ghana,2,3,Ghana,False,0,0,0,0,Education City Stadium,Al Rayyan,Qatar
M-2022-31,2022,group stage,Group G,2022-11-28,Brazil,Switzerland,1,0,Brazil,False,0,0,0,0,Stadium 974,Doha,Qatar
M-2022-32,2022,group stage,Group H,2022-11-28,Portugal,Uruguay,2,0,Portugal,False,0,0,0,0,Lusail Stadium,Lusail,Qatar
M-2022-33,2022,group stage,Group A,2022-11-29,Ecuador,Senegal,1,2,Senegal,False,0,0,0,0,Khalifa International Stadium,Al Rayyan,Qatar
M-2022-34,2022,group stage,Group A,2022-11-29,Netherlands,Qatar,2,0,Netherlands,False,0,0,0,0,Al Bayt Stadium,Al Khor,Qatar
M-2022-35,2022,group stage,Group B,2022-11-29,Iran,United States,0,1,United States,False,0,0,0,0,Al Thumama Stadium,Doha,Qatar
M-2022-36,2022,group stage,Group B,2022-11-29,Wales,England,0,3,England,False,0,0,0,0,Ahmad bin Ali Stadium,Al Rayyan,Qatar
M-2022-37,2022,group stage,Group D,2022-11-30,Australia,Denmark,1,0,Australia,False,0,0,0,0,Al Janoub Stadium,Al Wakrah,Qatar
M-2022-38,2022,group stage,Group D,2022-11-30,Tunisia,France,1,0,Tunisia,False,0,0,0,0,Education City Stadium,Al Rayyan,Qatar
M-2022-39,2022,group stage,Group C,2022-11-30,Poland,Argentina,0,2,Argentina,False,0,0,0,0,Stadium 974,Doha,Qatar
M-2022-40,2022,group stage,Group C,2022-11-30,Saudi Arabia,Mexico,1,2,Mexico,False,0,0,0,0,Lusail Stadium,Lusail,Qatar
M-2022-41,2022,group stage,Group F,2022-12-01,Canada,Morocco,1,2,Morocco,False,0,0,0,0,Al Thumama Stadium,Doha,Qatar
M-2022-42,2022,group stage,Group F,2022-12-01,Croatia,Belgium,0,0,Draw,True,0,0,0,0,Ahmad bin Ali Stadium,Al Rayyan,Qatar
M-2022-43,2022,group stage,Group E,2022-12-01,Costa Rica,Germany,2,4,Germany,False,0,0,0,0,Al Bayt Stadium,Al Khor,Qatar
M-2022-44,2022,group stage,Group E,2022-12-01,Japan,Spain,2,1,Japan,False,0,0,0,0,Khalifa International Stadium,Al Rayyan,Qatar
M-2022-45,2022,group stage,Group H,2022-12-02,Ghana,Uruguay,0,2,Uruguay,False,0,0,0,0,Al Janoub Stadium,Al Wakrah,Qatar
M-2022-46,2022,group stage,Group H,2022-12-02,South Korea,Portugal,2,1,South Korea,False,0,0,0,0,Education City Stadium,Al Rayyan,Qatar
M-2022-47,2022,group stage,Group G,2022-12-02,Cameroon,Brazil,1,0,Cameroon,False,0,0,0,0,Lusail Stadium,Lusail,Qatar
M-2022-48,2022,group stage,Group G,2022-12-02,Serbia,Switzerland,2,3,Switzerland,False,0,0,0,0,Stadium 974,Doha,Qatar
M-2022-49,2022,round of 16,not applicable,2022-12-03,Netherlands,United States,3,1,Netherlands,False,0,0,0,0,Khalifa International Stadium,Al Rayyan,Qatar
M-2022-50,2022,round of 16,not applicable,2022-12-03,Argentina,Australia,2,1,Argentina,False,0,0,0,0,Ahmad bin Ali Stadium,Al Rayyan,Qatar
M-2022-51,2022,round of 16,not applicable,2022-12-04,France,Poland,3,1,France,False,0,0,0,0,Al Thumama Stadium,Doha,Qatar
M-2022-52,2022,round of 16,not applicable,2022-12-04,England,Senegal,3,0,England,False,0,0,0,0,Al Bayt Stadium,Al Khor,Qatar
M-2022-53,2022,round of 16,not applicable,2022-12-05,Japan,Croatia,1,1,Draw,True,1,1,1,3,Al Janoub Stadium,Al Wakrah,Qatar
M-2022-54,2022,round of 16,not applicable,2022-12-05,Brazil,South Korea,4,1,Brazil,False,0,0,0,0,Stadium 974,Doha,Qatar
M-2022-55,2022,round of 16,not applicable,2022-12-06,Morocco,Spain,0,0,Draw,True,1,1,3,0,Education City Stadium,Al Rayyan,Qatar
M-2022-56,2022,round of 16,not applicable,2022-12-06,Portugal,Switzerland,6,1,Portugal,False,0,0,0,0,Lusail Stadium,Lusail,Qatar
M-2022-57,2022,quarter-finals,not applicable,2022-12-09,Croatia,Brazil,1,1,Draw,True,1,1,4,2,Education City Stadium,Al Rayyan,Qatar
M-2022-58,2022,quarter-finals,not applicable,2022-12-09,Netherlands,Argentina,2,2,Draw,True,1,1,3,4,Lusail Stadium,Lusail,Qatar
M-2022-59,2022,quarter-finals,not applicable,2022-12-10,Morocco,Portugal,1,0,Morocco,False,0,0,0,0,Al Thumama Stadium,Doha,Qatar
M-2022-60,2022,quarter-finals,not applicable,2022-12-10,England,France,1,2,France,False,0,0,0,0,Al Bayt Stadium,Al Khor,Qatar
M-2022-61,2022,semi-finals,not applicable,2022-12-13,Argentina,Croatia,3,0,Argentina,False,0,0,0,0,Lusail Stadium,Lusail,Qatar
M-2022-62,2022,semi-finals,not applicable,2022-12-14,France,Morocco,2,0,France,False,0,0,0,0,Al Bayt Stadium,Al Khor,Qatar
M-2022-63,2022,third-place match,not applicable,2022-12-17,Croatia,Morocco,2,1,Croatia,False,0,0,0,0,Khalifa International Stadium,Al Rayyan,Qatar
M-2022-64,2022,final,not applicable,2022-12-18,Argentina,France,3,3,Draw,True,1,1,4,2,Lusail Stadium,Lusail,Qatar
