team,team_zh,country_code,group,nationality,player_name,jersey_number,position,date_of_birth,age,height_cm,preferred_foot,market_value_eur_m,club,national_caps,national_goals,goal_rate,fifa_ranking,elo,data_source,source_url,squad_status
Iran,伊朗,IRN,Group G,伊朗,Hossein Kanaanizadegan,13,Defender,"March 23, 1994",32,,N/A,,Persepolis,65,6,0.092,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Saman Ghoddos,14,Midfielder,"September 6, 1993",32,,N/A,,Kalba,68,3,0.044,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Rouzbeh Cheshmi,15,Midfielder,"July 24, 1993",32,,N/A,,Esteghlal,40,3,0.075,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Mehdi Torabi,16,Midfielder,"September 10, 1994",31,,N/A,,Tractor,52,7,0.135,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Aria Yousefi,17,Defender,"April 22, 2002",24,,N/A,,Sepahan,14,1,0.071,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Amirhossein Hosseinzadeh,18,Forward,"October 30, 2000",25,,N/A,,Tractor,18,5,0.278,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Ali Nemati,19,Defender,"February 8, 1996",30,,N/A,,Foolad,17,0,0.0,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Shahriyar Moghanlou,20,Forward,"December 21, 1994",31,,N/A,,Kalba,21,2,0.095,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Mohammad Ghorbani,21,Midfielder,"October 7, 2001",24,,N/A,,Al Wahda,16,0,0.0,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Hossein Hosseini,22,Goalkeeper,"June 30, 1992",33,,N/A,,Sepahan,13,0,0.0,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Ramin Rezaeian,23,Defender,"March 21, 1990",36,,N/A,,Foolad,74,8,0.108,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Dennis Eckert,24,Forward,"January 9, 1997",29,,N/A,,Standard Liège,0,0,0.0,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Danial Eiri,25,Defender,"October 26, 2003",22,,N/A,,Malavan,0,0,0.0,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Iran,伊朗,IRN,Group G,伊朗,Amirmohammad Razzaghinia,26,Midfielder,"April 11, 2006",20,,N/A,,Esteghlal,4,0,0.0,20.0,1725.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Max Crocombe,1,Goalkeeper,"August 12, 1993",32,,N/A,,Millwall,24,0,0.0,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Tim Payne,2,Defender,"January 10, 1994",32,,N/A,,Wellington Phoenix,51,3,0.059,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Francis de Vries,3,Defender,"November 28, 1994",31,,N/A,,Auckland FC,20,1,0.05,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Tyler Bindon,4,Defender,"January 27, 2005",21,,N/A,,Sheffield United,25,3,0.12,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Michael Boxall,5,Defender,"August 18, 1988",37,,N/A,,Minnesota United FC,63,1,0.016,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Joe Bell,6,Midfielder,"April 27, 1999",27,,N/A,,Viking,32,1,0.031,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Matthew Garbett,7,Midfielder,"April 13, 2002",24,,N/A,,Peterborough United,37,5,0.135,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Marko Stamenić,8,Midfielder,"February 19, 2002",24,,N/A,,Swansea City,39,3,0.077,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Chris Wood,9,Forward,"December 7, 1991",34,,N/A,,Nottingham Forest,90,45,0.5,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Sarpreet Singh,10,Midfielder,"February 20, 1999",27,,N/A,,Wellington Phoenix,28,3,0.107,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Elijah Just,11,Midfielder,"May 1, 2000",26,,N/A,,Motherwell,44,9,0.205,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Alex Paulsen,12,Goalkeeper,"July 4, 2002",23,,N/A,,Lechia Gdańsk,8,0,0.0,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Liberato Cacace,13,Defender,"September 27, 2000",25,,N/A,,Wrexham,37,1,0.027,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Alex Rufer,14,Midfielder,"June 12, 1996",29,,N/A,,Wellington Phoenix,26,0,0.0,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Nando Pijnaker,15,Defender,"February 25, 1999",27,,N/A,,Auckland FC,25,0,0.0,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Finn Surman,16,Defender,"September 23, 2003",22,,N/A,,Portland Timbers,19,2,0.105,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Kosta Barbarouses,17,Forward,"February 19, 1990",36,,N/A,,Western Sydney Wanderers,76,10,0.132,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Ben Waine,18,Forward,"June 11, 2001",25,,N/A,,Port Vale,31,9,0.29,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Ben Old,19,Midfielder,"August 13, 2002",23,,N/A,,Saint-Étienne,24,2,0.083,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Callum McCowatt,20,Midfielder,"April 30, 1999",27,,N/A,,Silkeborg,32,4,0.125,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Jesse Randall,21,Forward,"August 19, 2002",23,,N/A,,Auckland FC,11,2,0.182,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Michael Woud,22,Goalkeeper,"January 16, 1999",27,,N/A,,Auckland FC,6,0,0.0,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Ryan Thomas,23,Midfielder,"December 20, 1994",31,,N/A,,PEC Zwolle,25,3,0.12,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Callan Elliot,24,Defender,"July 7, 1999",26,,N/A,,Auckland FC,11,0,0.0,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Lachlan Bayliss,25,Midfielder,"July 24, 2002",23,,N/A,,Newcastle Jets,4,0,0.0,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
New Zealand,紐西蘭,NZL,Group G,紐西蘭,Tommy Smith,26,Defender,"March 31, 1990",36,,N/A,,Braintree Town,56,2,0.036,85.0,1440.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Vozinha,1,Goalkeeper,"June 3, 1986",40,,N/A,,Chaves,86,0,0.0,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Stopira,2,Defender,"May 20, 1988",38,,N/A,,Torreense,62,4,0.065,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Diney,3,Defender,"January 17, 1995",31,,N/A,,Al Bataeh,30,2,0.067,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Roberto Lopes,4,Defender,"June 17, 1992",33,,N/A,,Shamrock Rovers,45,0,0.0,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Logan Costa,5,Defender,"April 1, 2001",25,,N/A,,Villarreal,28,0,0.0,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Kevin Pina,6,Midfielder,"January 27, 1997",29,,N/A,,Krasnodar,31,3,0.097,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Jovane Cabral,7,Midfielder,"June 14, 1998",27,,N/A,,Estrela Amadora,27,2,0.074,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,João Paulo,8,Midfielder,"May 26, 1998",28,,N/A,,FCSB,42,1,0.024,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Gilson Benchimol,9,Forward,"December 29, 2001",24,,N/A,,Akron Tolyatti,22,6,0.273,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Jamiro Monteiro,10,Midfielder,"November 23, 1993",32,,N/A,,PEC Zwolle,55,5,0.091,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Garry Rodrigues,11,Midfielder,"November 27, 1990",35,,N/A,,Apollon Limassol,60,10,0.167,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Márcio Rosa,12,Goalkeeper,"February 23, 1997",29,,N/A,,Montana,11,0,0.0,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Sidny Lopes Cabral,13,Defender,"September 18, 2002",23,,N/A,,Benfica,9,3,0.333,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Deroy Duarte,14,Midfielder,"July 4, 1999",26,,N/A,,Ludogorets Razgrad,30,0,0.0,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Laros Duarte,15,Midfielder,"February 28, 1997",29,,N/A,,Puskás Akadémia,13,1,0.077,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Yannick Semedo,16,Midfielder,"December 29, 1995",30,,N/A,,Farense,10,1,0.1,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Willy Semedo,17,Midfielder,"April 27, 1994",32,,N/A,,Omonia,38,3,0.079,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Telmo Arcanjo,18,Midfielder,"June 21, 2001",24,,N/A,,Vitória de Guimarães,16,1,0.062,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Dailon Livramento,19,Forward,"May 4, 2001",25,,N/A,,Casa Pia,22,7,0.318,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Ryan Mendes,20,Forward,"January 8, 1990",36,,N/A,,Iğdır,98,22,0.224,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Nuno da Costa,21,Midfielder,"February 10, 1991",35,,N/A,,İstanbul Başakşehir,9,2,0.222,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Steven Moreira,22,Defender,"August 13, 1994",31,,N/A,,Columbus Crew,20,0,0.0,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,CJ dos Santos,23,Goalkeeper,"August 24, 2000",25,,N/A,,San Diego FC,1,0,0.0,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Wagner Pina,24,Defender,"November 3, 2002",23,,N/A,,Trabzonspor,13,0,0.0,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Kelvin Pires,25,Defender,"June 5, 2000",26,,N/A,,SJK,5,1,0.2,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Cape Verde,維德角,CPV,Group H,維德角,Hélio Varela,26,Midfielder,"May 3, 2002",24,,N/A,,Maccabi Tel Aviv,20,0,0.0,70.0,1495.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Nawaf Al-Aqidi,1,Goalkeeper,"May 10, 2000",26,,N/A,,Al-Nassr,22,0,0.0,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Ali Majrashi,2,Defender,"October 2, 1999",26,,N/A,,Al-Ahli,21,0,0.0,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Ali Lajami,3,Defender,"April 24, 1996",30,,N/A,,Al-Hilal,21,1,0.048,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Abdulelah Al-Amri,4,Defender,"January 15, 1997",29,,N/A,,Al-Nassr,42,1,0.024,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Hassan Al-Tambakti,5,Defender,"February 9, 1999",27,,N/A,,Al-Hilal,51,1,0.02,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Nasser Al-Dawsari,6,Midfielder,"December 19, 1998",27,,N/A,,Al-Hilal,43,0,0.0,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Musab Al-Juwayr,7,Midfielder,"June 20, 2003",22,,N/A,,Al-Qadsiah,34,6,0.176,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Ayman Yahya,8,Forward,"May 14, 2001",25,,N/A,,Al-Nassr,26,0,0.0,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Firas Al-Buraikan,9,Forward,"May 14, 2000",26,,N/A,,Al-Ahli,69,15,0.217,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Salem Al-Dawsari,10,Forward,"August 19, 1991",34,,N/A,,Al-Hilal,109,27,0.248,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Saleh Al-Shehri,11,Forward,"November 1, 1993",32,,N/A,,Al-Ittihad,55,18,0.327,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Saud Abdulhamid,12,Defender,"July 18, 1999",26,,N/A,,Lens,54,1,0.019,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Nawaf Boushal,13,Defender,"September 16, 1999",26,,N/A,,Al-Nassr,24,0,0.0,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Hassan Kadesh,14,Defender,"September 26, 1992",33,,N/A,,Al-Ittihad,20,2,0.1,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Abdullah Al-Khaibari,15,Midfielder,"August 16, 1996",29,,N/A,,Al-Nassr,39,0,0.0,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Ziyad Al-Johani,16,Midfielder,"November 11, 2001",24,,N/A,,Al-Ahli,12,0,0.0,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Khalid Al-Ghannam,17,Forward,"November 8, 2000",25,,N/A,,Al-Ettifaq,6,0,0.0,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Alaa Al-Hejji,18,Midfielder,"December 3, 1995",30,,N/A,,Neom,2,0,0.0,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Abdullah Al-Hamdan,19,Forward,"September 13, 1999",26,,N/A,,Al-Nassr,49,12,0.245,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Sultan Mandash,20,Forward,"October 17, 1994",31,,N/A,,Al-Hilal,6,2,0.333,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Mohammed Al-Owais,21,Goalkeeper,"October 10, 1991",34,,N/A,,Al-Ula,63,0,0.0,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Saudi Arabia,沙烏地阿拉伯,KSA,Group H,沙烏地阿拉伯,Ahmed Al-Kassar,22,Goalkeeper,"May 8, 1991",35,,N/A,,Al-Qadsiah,9,0,0.0,56.0,1560.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
