team,team_zh,country_code,group,nationality,player_name,jersey_number,position,date_of_birth,age,height_cm,preferred_foot,market_value_eur_m,club,national_caps,national_goals,goal_rate,fifa_ranking,elo,data_source,source_url,squad_status
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Liam Kelly,12,Goalkeeper,"January 23, 1996",30,,N/A,,Rangers,3,0,0.0,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Jack Hendry,13,Defender,"May 7, 1995",31,,N/A,,Al-Ettifaq,38,3,0.079,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Ross Stewart,14,Forward,"July 11, 1996",29,,N/A,,Southampton,3,0,0.0,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,John Souttar,15,Defender,"September 25, 1996",29,,N/A,,Rangers,24,2,0.083,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Dominic Hyam,16,Defender,"December 20, 1995",30,,N/A,,Wrexham,4,0,0.0,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Ben Gannon-Doak,17,Forward,"November 11, 2005",20,,N/A,,Bournemouth,14,1,0.071,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,George Hirst,18,Forward,"February 15, 1999",27,,N/A,,Ipswich Town,10,1,0.1,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Lewis Ferguson,19,Midfielder,"August 24, 1999",26,,N/A,,Bologna,24,1,0.042,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Lawrence Shankland,20,Forward,"August 10, 1995",30,,N/A,,Heart of Midlothian,20,7,0.35,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Craig Gordon,21,Goalkeeper,"December 31, 1982",43,,N/A,,Heart of Midlothian,84,0,0.0,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Nathan Patterson,22,Defender,"October 16, 2001",24,,N/A,,Everton,26,1,0.038,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Kenny McLean,23,Midfielder,"January 8, 1992",34,,N/A,,Norwich City,58,3,0.052,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Anthony Ralston,24,Defender,"November 16, 1998",27,,N/A,,Celtic,27,1,0.037,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Findlay Curtis,25,Forward,"June 9, 2006",20,,N/A,,Kilmarnock,3,1,0.333,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Scotland,蘇格蘭,SCO,Group C,蘇格蘭,Scott McKenna,26,Defender,"November 12, 1996",29,,N/A,,Dinamo Zagreb,50,1,0.02,39.0,1650.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Mathew Ryan,1,Goalkeeper,"April 8, 1992",34,,N/A,,Levante,104,0,0.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Miloš Degenek,2,Defender,"April 28, 1994",32,,N/A,,APOEL,57,1,0.018,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Alessandro Circati,3,Defender,"October 10, 2003",22,,N/A,,Parma,13,1,0.077,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Jacob Italiano,4,Defender,"July 30, 2001",24,,N/A,,Grazer AK,5,0,0.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Jordan Bos,5,Defender,"October 29, 2002",23,,N/A,,Feyenoord,27,4,0.148,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Jason Geria,6,Defender,"May 10, 1993",33,,N/A,,Albirex Niigata,14,0,0.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Mathew Leckie,7,Forward,"February 4, 1991",35,,N/A,,Melbourne City,80,14,0.175,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Connor Metcalfe,8,Midfielder,"November 5, 1999",26,,N/A,,FC St. Pauli,36,1,0.028,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Mohamed Touré,9,Forward,"March 26, 2004",22,,N/A,,Norwich City,10,2,0.2,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Ajdin Hrustic,10,Forward,"July 5, 1996",29,,N/A,,Heracles Almelo,37,4,0.108,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Awer Mabil,11,Forward,"September 15, 1995",30,,N/A,,Castellón,38,10,0.263,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Paul Izzo,12,Goalkeeper,"January 6, 1995",31,,N/A,,Randers,4,0,0.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Aiden O'Neill,13,Midfielder,"July 4, 1998",27,,N/A,,New York City FC,31,0,0.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Cammy Devlin,14,Midfielder,"June 7, 1998",28,,N/A,,Heart of Midlothian,5,0,0.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Kai Trewin,15,Defender,"May 18, 2001",25,,N/A,,New York City FC,6,0,0.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Aziz Behich,16,Defender,"December 16, 1990",35,,N/A,,Melbourne City,84,3,0.036,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Nestory Irankunda,17,Forward,"February 9, 2006",20,,N/A,,Watford,15,5,0.333,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Patrick Beach,18,Goalkeeper,"August 6, 2003",22,,N/A,,Melbourne City,2,0,0.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Harry Souttar,19,Defender,"October 22, 1998",27,,N/A,,Leicester City,38,11,0.289,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Cristian Volpato,20,Forward,"November 15, 2003",22,,N/A,,Sassuolo,1,0,0.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Cameron Burgess,21,Defender,"October 21, 1995",30,,N/A,,Swansea City,27,0,0.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Jackson Irvine,22,Midfielder,"March 7, 1993",33,,N/A,,FC St. Pauli,82,14,0.171,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Nishan Velupillay,23,Forward,"May 7, 2001",25,,N/A,,Melbourne Victory,7,3,0.429,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Paul Okon-Engstler,24,Midfielder,"January 24, 2005",21,,N/A,,Sydney FC,6,0,0.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Lucas Herrington,25,Defender,"September 5, 2007",18,,N/A,,Colorado Rapids,4,0,0.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Australia,澳洲,AUS,Group D,澳洲,Tete Yengi,26,Forward,"November 28, 2000",25,,N/A,,Machida Zelvia,1,1,1.0,24.0,1705.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Gatito Fernández,1,Goalkeeper,"March 29, 1988",38,,N/A,,Cerro Porteño,31,0,0.0,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Gustavo Velázquez,2,Defender,"April 17, 1991",35,,N/A,,Cerro Porteño,13,1,0.077,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Omar Alderete,3,Defender,"December 26, 1996",29,,N/A,,Sunderland,36,3,0.083,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Juan José Cáceres,4,Defender,"June 1, 2000",26,,N/A,,Dynamo Moscow,17,0,0.0,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Fabián Balbuena,5,Defender,"August 23, 1991",34,,N/A,,Grêmio,48,2,0.042,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Júnior Alonso,6,Defender,"February 9, 1993",33,,N/A,,Atlético Mineiro,71,3,0.042,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Ramón Sosa,7,Midfielder,"August 31, 1999",26,,N/A,,Palmeiras,29,1,0.034,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Diego Gómez,8,Midfielder,"March 27, 2003",23,,N/A,,Brighton & Hove Albion,24,3,0.125,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Antonio Sanabria,9,Forward,"March 4, 1996",30,,N/A,,Cremonese,48,7,0.146,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Miguel Almirón,10,Midfielder,"February 10, 1994",32,,N/A,,Atlanta United FC,76,10,0.132,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Maurício,11,Midfielder,"June 22, 2001",24,,N/A,,Palmeiras,3,0,0.0,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Orlando Gill,12,Goalkeeper,"June 11, 2000",26,,N/A,,San Lorenzo,6,0,0.0,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,José Canale,13,Defender,"July 20, 1996",29,,N/A,,Lanús,2,0,0.0,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Andrés Cubas,14,Midfielder,"May 11, 1996",30,,N/A,,Vancouver Whitecaps FC,33,0,0.0,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Gustavo Gómez,15,Defender,"May 6, 1993",33,,N/A,,Palmeiras,89,4,0.045,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Damián Bobadilla,16,Midfielder,"July 11, 2001",24,,N/A,,São Paulo,19,1,0.053,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Kaku,17,Forward,"January 11, 1995",31,,N/A,,Al Ain,33,6,0.182,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Álex Arce,18,Forward,"June 16, 1995",30,,N/A,,Independiente Rivadavia,15,1,0.067,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Julio Enciso,19,Forward,"January 23, 2004",22,,N/A,,Strasbourg,32,4,0.125,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Braian Ojeda,20,Midfielder,"June 27, 2000",25,,N/A,,Orlando City SC,17,0,0.0,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Gabriel Ávalos,21,Forward,"October 12, 1990",35,,N/A,,Independiente,23,2,0.087,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Gastón Olveira,22,Goalkeeper,"April 21, 1993",33,,N/A,,Olimpia,1,0,0.0,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Matías Galarza,23,Midfielder,"February 11, 2002",24,,N/A,,Atlanta United FC,15,3,0.2,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Gustavo Caballero,24,Midfielder,"September 21, 2001",24,,N/A,,Portsmouth,2,1,0.5,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Isidro Pitta,25,Forward,"August 14, 1999",26,,N/A,,Red Bull Bragantino,5,0,0.0,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Paraguay,巴拉圭,PAR,Group D,巴拉圭,Alexandro Maidana,26,Defender,"July 26, 2005",20,,N/A,,Talleres,2,1,0.5,42.0,1645.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Mert Günok,1,Goalkeeper,"March 1, 1989",37,,N/A,,Fenerbahçe,37,0,0.0,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Zeki Çelik,2,Defender,"February 17, 1997",29,,N/A,,Roma,61,3,0.049,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Merih Demiral,3,Defender,"March 5, 1998",28,,N/A,,Al-Ahli,62,6,0.097,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Çağlar Söyüncü,4,Defender,"May 23, 1996",30,,N/A,,Fenerbahçe,60,2,0.033,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Salih Özcan,5,Midfielder,"January 11, 1998",28,,N/A,,Borussia Dortmund,30,1,0.033,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Orkun Kökçü,6,Midfielder,"December 29, 2000",25,,N/A,,Beşiktaş,50,4,0.08,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Kerem Aktürkoğlu,7,Forward,"October 21, 1998",27,,N/A,,Fenerbahçe,52,15,0.288,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Arda Güler,8,Forward,"February 25, 2005",21,,N/A,,Real Madrid,29,6,0.207,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Deniz Gül,9,Forward,"July 2, 2004",21,,N/A,,Porto,8,2,0.25,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Hakan Çalhanoğlu,10,Midfielder,"February 8, 1994",32,,N/A,,Inter Milan,105,22,0.21,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Kenan Yıldız,11,Forward,"May 4, 2005",21,,N/A,,Juventus,28,5,0.179,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Altay Bayındır,12,Goalkeeper,"April 14, 1998",28,,N/A,,Manchester United,12,0,0.0,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Eren Elmalı,13,Defender,"July 7, 2000",25,,N/A,,Galatasaray,23,0,0.0,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Abdülkerim Bardakcı,14,Defender,"September 7, 1994",31,,N/A,,Galatasaray,27,2,0.074,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Ozan Kabak,15,Defender,"March 25, 2000",26,,N/A,,TSG Hoffenheim,30,2,0.067,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,İsmail Yüksek,16,Midfielder,"January 26, 1999",27,,N/A,,Fenerbahçe,32,1,0.031,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,İrfan Can Kahveci,17,Forward,"July 15, 1995",30,,N/A,,Kasımpaşa,47,6,0.128,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Mert Müldür,18,Defender,"April 3, 1999",27,,N/A,,Fenerbahçe,45,3,0.067,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Yunus Akgün,19,Forward,"July 7, 2000",25,,N/A,,Galatasaray,19,4,0.211,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Ferdi Kadıoğlu,20,Defender,"October 7, 1999",26,,N/A,,Brighton & Hove Albion,30,2,0.067,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Barış Alper Yılmaz,21,Forward,"May 23, 2000",26,,N/A,,Galatasaray,35,4,0.114,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Kaan Ayhan,22,Midfielder,"November 10, 1994",31,,N/A,,Galatasaray,73,5,0.068,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
Turkiye,土耳其,TUR,Group D,土耳其,Uğurcan Çakır,23,Goalkeeper,"April 5, 1996",30,,N/A,,Galatasaray,39,0,0.0,26.0,1695.0,Wikipedia 2026 FIFA World Cup squads / FIFA official squad list,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,official_squad_list
