player_name,team,team_zh,nationality,position,age,national_goals,assists,appearances,recent_form,is_key_player,club,data_note
Laros Duarte,Cape Verde,維德角,維德角,Midfielder,29,1,0,13,6.7,False,Puskás Akadémia,N/A
Yannick Semedo,Cape Verde,維德角,維德角,Midfielder,30,1,0,10,6.8,False,Farense,N/A
Willy Semedo,Cape Verde,維德角,維德角,Midfielder,32,3,1,38,7.0,False,Omonia,N/A
Telmo Arcanjo,Cape Verde,維德角,維德角,Midfielder,24,1,0,16,6.7,False,Vitória de Guimarães,N/A
Dailon Livramento,Cape Verde,維德角,維德角,Forward,25,7,3,22,7.4,True,Casa Pia,N/A
Ryan Mendes,Cape Verde,維德角,維德角,Forward,36,22,9,98,7.9,True,Iğdır,N/A
Nuno da Costa,Cape Verde,維德角,維德角,Midfielder,35,2,1,9,7.0,False,İstanbul Başakşehir,N/A
Steven Moreira,Cape Verde,維德角,維德角,Defender,31,0,0,20,6.6,False,Columbus Crew,N/A
CJ dos Santos,Cape Verde,維德角,維德角,Goalkeeper,25,0,0,1,6.4,False,San Diego FC,N/A
Wagner Pina,Cape Verde,維德角,維德角,Defender,23,0,0,13,6.5,False,Trabzonspor,N/A
Kelvin Pires,Cape Verde,維德角,維德角,Defender,26,1,0,5,7.0,False,SJK,N/A
Hélio Varela,Cape Verde,維德角,維德角,Midfielder,24,0,0,20,6.6,False,Maccabi Tel Aviv,N/A
Nawaf Al-Aqidi,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Goalkeeper,26,0,0,22,6.6,False,Al-Nassr,N/A
Ali Majrashi,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Defender,26,0,0,21,6.6,False,Al-Ahli,N/A
Ali Lajami,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Defender,30,1,0,21,6.7,False,Al-Hilal,N/A
Abdulelah Al-Amri,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Defender,29,1,0,42,6.9,False,Al-Nassr,N/A
Hassan Al-Tambakti,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Defender,27,1,0,51,7.0,False,Al-Hilal,N/A
Nasser Al-Dawsari,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Midfielder,27,0,0,43,6.8,False,Al-Hilal,N/A
Musab Al-Juwayr,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Midfielder,22,6,3,34,7.2,False,Al-Qadsiah,N/A
Ayman Yahya,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Forward,25,0,0,26,6.7,False,Al-Nassr,N/A
Firas Al-Buraikan,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Forward,26,15,6,69,7.6,True,Al-Ahli,N/A
Salem Al-Dawsari,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Forward,34,27,11,109,8.0,True,Al-Hilal,N/A
Saleh Al-Shehri,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Forward,32,18,8,55,7.8,True,Al-Ittihad,N/A
Saud Abdulhamid,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Defender,26,1,0,54,7.0,False,Lens,N/A
Nawaf Boushal,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Defender,26,0,0,24,6.6,False,Al-Nassr,N/A
Hassan Kadesh,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Defender,33,2,1,20,6.8,False,Al-Ittihad,N/A
Abdullah Al-Khaibari,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Midfielder,29,0,0,39,6.8,False,Al-Nassr,N/A
Ziyad Al-Johani,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Midfielder,24,0,0,12,6.5,False,Al-Ahli,N/A
Khalid Al-Ghannam,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Forward,25,0,0,6,6.5,False,Al-Ettifaq,N/A
Alaa Al-Hejji,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Midfielder,30,0,0,2,6.4,False,Neom,N/A
Abdullah Al-Hamdan,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Forward,26,12,5,49,7.5,False,Al-Nassr,N/A
Sultan Mandash,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Forward,31,2,1,6,7.3,False,Al-Hilal,N/A
Mohammed Al-Owais,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Goalkeeper,34,0,0,63,7.0,False,Al-Ula,N/A
Ahmed Al-Kassar,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Goalkeeper,35,0,0,9,6.5,False,Al-Qadsiah,N/A
Mohamed Kanno,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Midfielder,31,8,3,76,7.4,False,Al-Hilal,N/A
Moteb Al-Harbi,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Defender,26,0,0,12,6.5,False,Al-Hilal,N/A
Jehad Thakri,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Defender,24,0,0,7,6.5,False,Al-Qadsiah,N/A
Mohammed Abu Al-Shamat,Saudi Arabia,沙烏地阿拉伯,沙烏地阿拉伯,Defender,23,0,0,6,6.5,False,Al-Qadsiah,N/A
David Raya,Spain,西班牙,西班牙,Goalkeeper,30,0,0,12,6.5,False,Arsenal,N/A
Marc Pubill,Spain,西班牙,西班牙,Defender,22,0,0,1,6.4,False,Atlético Madrid,N/A
Álex Grimaldo,Spain,西班牙,西班牙,Defender,30,0,0,13,6.5,False,Bayer Leverkusen,N/A
Eric García,Spain,西班牙,西班牙,Defender,25,0,0,20,6.6,False,Barcelona,N/A
Marcos Llorente,Spain,西班牙,西班牙,Defender,31,0,0,23,6.6,False,Atlético Madrid,N/A
Mikel Merino,Spain,西班牙,西班牙,Midfielder,29,10,4,42,7.4,False,Arsenal,N/A
Ferran Torres,Spain,西班牙,西班牙,Forward,26,24,10,56,8.0,True,Barcelona,N/A
Fabián Ruiz,Spain,西班牙,西班牙,Midfielder,30,6,3,41,7.2,False,Paris Saint-Germain,N/A
Gavi,Spain,西班牙,西班牙,Midfielder,21,5,2,29,7.1,False,Barcelona,N/A
Dani Olmo,Spain,西班牙,西班牙,Forward,28,12,5,49,7.5,False,Barcelona,N/A
Yéremy Pino,Spain,西班牙,西班牙,Forward,23,4,2,22,7.1,False,Crystal Palace,N/A
Pedro Porro,Spain,西班牙,西班牙,Defender,26,0,0,17,6.6,False,Tottenham Hotspur,N/A
Joan Garcia,Spain,西班牙,西班牙,Goalkeeper,25,0,0,2,6.4,False,Barcelona,N/A
Aymeric Laporte,Spain,西班牙,西班牙,Defender,32,2,1,45,7.0,False,Athletic Bilbao,N/A
Álex Baena,Spain,西班牙,西班牙,Midfielder,24,2,1,16,6.9,False,Atlético Madrid,N/A
Rodri,Spain,西班牙,西班牙,Midfielder,29,4,2,61,7.2,False,Manchester City,N/A
Nico Williams,Spain,西班牙,西班牙,Forward,23,6,3,30,7.2,False,Athletic Bilbao,N/A
Martín Zubimendi,Spain,西班牙,西班牙,Midfielder,27,3,1,25,7.0,False,Arsenal,N/A
Lamine Yamal,Spain,西班牙,西班牙,Forward,18,6,3,25,7.2,False,Barcelona,N/A
Pedri,Spain,西班牙,西班牙,Midfielder,23,5,2,40,7.1,False,Barcelona,N/A
Mikel Oyarzabal,Spain,西班牙,西班牙,Forward,29,24,10,52,8.1,True,Real Sociedad,N/A
Pau Cubarsí,Spain,西班牙,西班牙,Defender,19,0,0,11,6.5,False,Barcelona,N/A
Unai Simón,Spain,西班牙,西班牙,Goalkeeper,29,0,0,57,7.0,False,Athletic Bilbao,N/A
Marc Cucurella,Spain,西班牙,西班牙,Defender,27,1,0,23,6.7,False,Chelsea,N/A
Víctor Muñoz,Spain,西班牙,西班牙,Forward,22,1,0,2,7.7,True,Osasuna,N/A
Borja Iglesias,Spain,西班牙,西班牙,Forward,33,0,0,7,6.5,False,Celta Vigo,N/A
Sergio Rochet,Uruguay,烏拉圭,烏拉圭,Goalkeeper,33,0,0,35,6.8,False,Internacional,N/A
José Giménez,Uruguay,烏拉圭,烏拉圭,Defender,31,8,3,99,7.6,True,Atlético Madrid,N/A
Sebastián Cáceres,Uruguay,烏拉圭,烏拉圭,Defender,26,0,0,24,6.6,False,América,N/A
Ronald Araújo,Uruguay,烏拉圭,烏拉圭,Defender,27,1,0,27,6.8,False,Barcelona,N/A
Manuel Ugarte,Uruguay,烏拉圭,烏拉圭,Midfielder,25,1,0,36,6.8,False,Manchester United,N/A
Rodrigo Bentancur,Uruguay,烏拉圭,烏拉圭,Midfielder,28,3,1,74,7.2,False,Tottenham Hotspur,N/A
Nicolás de la Cruz,Uruguay,烏拉圭,烏拉圭,Midfielder,29,5,2,34,7.1,False,Flamengo,N/A
Federico Valverde,Uruguay,烏拉圭,烏拉圭,Midfielder,27,9,4,73,7.4,False,Real Madrid,N/A
Darwin Núñez,Uruguay,烏拉圭,烏拉圭,Forward,26,13,5,38,7.6,True,Al-Hilal,N/A
Giorgian de Arrascaeta,Uruguay,烏拉圭,烏拉圭,Midfielder,32,13,5,60,7.5,True,Flamengo,N/A
Facundo Pellistri,Uruguay,烏拉圭,烏拉圭,Forward,24,2,1,39,6.9,False,Panathinaikos,N/A
Santiago Mele,Uruguay,烏拉圭,烏拉圭,Goalkeeper,28,0,0,8,6.5,False,Monterrey,N/A
Guillermo Varela,Uruguay,烏拉圭,烏拉圭,Defender,33,0,0,28,6.7,False,Flamengo,N/A
Agustín Canobbio,Uruguay,烏拉圭,烏拉圭,Midfielder,27,1,0,15,6.7,False,Fluminense,N/A
Emiliano Martínez,Uruguay,烏拉圭,烏拉圭,Midfielder,26,0,0,10,6.5,False,Palmeiras,N/A
Mathías Olivera,Uruguay,烏拉圭,烏拉圭,Defender,28,2,1,35,6.9,False,Napoli,N/A
Matías Viña,Uruguay,烏拉圭,烏拉圭,Defender,28,1,0,43,6.9,False,River Plate,N/A
Brian Rodríguez,Uruguay,烏拉圭,烏拉圭,Forward,26,4,2,32,7.0,False,América,N/A
Rodrigo Aguirre,Uruguay,烏拉圭,烏拉圭,Forward,31,3,1,10,7.2,False,UANL,N/A
Maximiliano Araújo,Uruguay,烏拉圭,烏拉圭,Midfielder,26,3,1,28,6.9,False,Sporting CP,N/A
Federico Viñas,Uruguay,烏拉圭,烏拉圭,Forward,27,2,1,11,7.0,False,Oviedo,N/A
Joaquín Piquerez,Uruguay,烏拉圭,烏拉圭,Midfielder,27,0,0,19,6.6,False,Palmeiras,N/A
Fernando Muslera,Uruguay,烏拉圭,烏拉圭,Goalkeeper,39,0,0,134,7.4,False,Estudiantes,N/A
Santiago Bueno,Uruguay,烏拉圭,烏拉圭,Defender,27,0,0,8,6.5,False,Wolverhampton Wanderers,N/A
Juan Manuel Sanabria,Uruguay,烏拉圭,烏拉圭,Midfielder,26,1,0,5,7.0,False,Real Salt Lake,N/A
Rodrigo Zalazar,Uruguay,烏拉圭,烏拉圭,Midfielder,26,2,1,8,7.1,False,Braga,N/A
Brice Samba,France,法國,法國,Goalkeeper,32,0,0,4,6.4,False,Rennes,N/A
Malo Gusto,France,法國,法國,Defender,23,0,0,10,6.5,False,Chelsea,N/A
Lucas Digne,France,法國,法國,Defender,32,0,0,57,7.0,False,Aston Villa,N/A
Dayot Upamecano,France,法國,法國,Defender,27,2,1,37,6.9,False,Bayern Munich,N/A
Jules Koundé,France,法國,法國,Defender,27,0,0,47,6.9,False,Barcelona,N/A
Manu Koné,France,法國,法國,Midfielder,25,0,0,13,6.5,False,Roma,N/A
Ousmane Dembélé,France,法國,法國,Forward,29,7,3,58,7.3,True,Paris Saint-Germain,N/A
Aurélien Tchouaméni,France,法國,法國,Midfielder,26,3,1,45,7.0,False,Real Madrid,N/A
Marcus Thuram,France,法國,法國,Forward,28,3,1,34,7.0,False,Inter Milan,N/A
Kylian Mbappé,France,法國,法國,Forward,27,56,24,97,8.8,True,Real Madrid,N/A
Michael Olise,France,法國,法國,Forward,24,4,2,16,7.2,False,Bayern Munich,N/A
Bradley Barcola,France,法國,法國,Forward,23,3,1,19,7.0,False,Paris Saint-Germain,N/A
N'Golo Kanté,France,法國,法國,Midfielder,35,2,1,68,7.2,False,Fenerbahçe,N/A
Adrien Rabiot,France,法國,法國,Midfielder,31,7,3,58,7.3,False,Milan,N/A
Ibrahima Konaté,France,法國,法國,Defender,27,0,0,28,6.7,False,Liverpool,N/A
Mike Maignan,France,法國,法國,Goalkeeper,30,0,0,39,6.8,False,Milan,N/A
William Saliba,France,法國,法國,Defender,25,0,0,31,6.7,False,Arsenal,N/A
Warren Zaïre-Emery,France,法國,法國,Midfielder,20,1,0,11,6.7,False,Paris Saint-Germain,N/A
Théo Hernandez,France,法國,法國,Defender,28,2,1,43,6.9,False,Al-Hilal,N/A
Désiré Doué,France,法國,法國,Forward,21,2,1,6,7.3,False,Paris Saint-Germain,N/A
Lucas Hernandez,France,法國,法國,Defender,30,0,0,42,6.8,False,Paris Saint-Germain,N/A
Jean-Philippe Mateta,France,法國,法國,Forward,28,2,1,4,7.7,True,Crystal Palace,N/A
Robin Risser,France,法國,法國,Goalkeeper,21,0,0,0,6.4,False,Lens,N/A
Rayan Cherki,France,法國,法國,Midfielder,22,2,1,6,7.3,False,Manchester City,N/A
Maghnes Akliouche,France,法國,法國,Midfielder,24,1,0,8,6.8,False,Monaco,N/A
Maxence Lacroix,France,法國,法國,Defender,26,0,0,3,6.4,False,Crystal Palace,N/A
Fahad Talib,Iraq,伊拉克,伊拉克,Goalkeeper,31,0,0,21,6.6,False,Al-Talaba,N/A
Rebin Sulaka,Iraq,伊拉克,伊拉克,Defender,34,1,0,55,7.0,False,Port,N/A
Hussein Ali,Iraq,伊拉克,伊拉克,Defender,24,1,0,26,6.8,False,Pogoń Szczecin,N/A
Zaid Tahseen,Iraq,伊拉克,伊拉克,Defender,25,1,0,27,6.8,False,Pakhtakor,N/A
Akam Hashim,Iraq,伊拉克,伊拉克,Defender,27,1,0,13,6.7,False,Al-Zawraa,N/A
Manaf Younis,Iraq,伊拉克,伊拉克,Defender,29,1,0,33,6.8,False,Al-Shorta,N/A
Youssef Amyn,Iraq,伊拉克,伊拉克,Midfielder,22,2,1,26,6.9,False,AEK Larnaca,N/A
Ibrahim Bayesh,Iraq,伊拉克,伊拉克,Midfielder,26,8,3,75,7.4,True,Al Dhafra,N/A
Ali Al-Hamadi,Iraq,伊拉克,伊拉克,Forward,24,5,2,19,7.2,False,Luton Town,N/A
Mohanad Ali,Iraq,伊拉克,伊拉克,Forward,25,27,11,71,8.1,True,Dibba,N/A
Ahmed Qasem,Iraq,伊拉克,伊拉克,Forward,22,0,0,2,6.4,False,Nashville SC,N/A
Jalal Hassan,Iraq,伊拉克,伊拉克,Goalkeeper,35,0,0,101,7.4,False,Al-Zawraa,N/A
Ali Yousif,Iraq,伊拉克,伊拉克,Forward,30,1,0,6,6.9,False,Al-Talaba,N/A
Zidane Iqbal,Iraq,伊拉克,伊拉克,Midfielder,23,2,1,24,6.8,False,Utrecht,N/A
Ahmed Maknzi,Iraq,伊拉克,伊拉克,Defender,24,0,0,6,6.5,False,Al-Karma,N/A
Amir Al-Ammari,Iraq,伊拉克,伊拉克,Midfielder,28,3,1,50,7.0,False,Cracovia,N/A
Ali Jasim,Iraq,伊拉克,伊拉克,Forward,22,2,1,36,6.9,False,Al-Najma,N/A
Aymen Hussein,Iraq,伊拉克,伊拉克,Forward,30,33,14,94,8.2,True,Al-Karma,N/A
Kevin Yakob,Iraq,伊拉克,伊拉克,Midfielder,25,0,0,8,6.5,False,AGF,N/A
Aimar Sher,Iraq,伊拉克,伊拉克,Midfielder,23,0,0,6,6.5,False,Sarpsborg 08,N/A
Marko Farji,Iraq,伊拉克,伊拉克,Forward,22,0,0,11,6.5,False,Venezia,N/A
Ahmed Basil,Iraq,伊拉克,伊拉克,Goalkeeper,29,0,0,15,6.6,False,Al-Shorta,N/A
Merchas Doski,Iraq,伊拉克,伊拉克,Defender,26,1,0,31,6.8,False,Viktoria Plzeň,N/A
Zaid Ismail,Iraq,伊拉克,伊拉克,Midfielder,24,0,0,6,6.5,False,Al-Talaba,N/A
Mustafa Saadoon,Iraq,伊拉克,伊拉克,Defender,25,0,0,16,6.6,False,Al-Shorta,N/A
Frans Putros,Iraq,伊拉克,伊拉克,Defender,32,0,0,27,6.7,False,Persib,N/A
Ørjan Nyland,Norway,挪威,挪威,Goalkeeper,35,0,0,71,7.1,False,Sevilla,N/A
Morten Thorsby,Norway,挪威,挪威,Midfielder,30,0,0,31,6.7,False,Cremonese,N/A
Kristoffer Ajer,Norway,挪威,挪威,Defender,28,2,1,52,7.0,False,Brentford,N/A
Leo Østigård,Norway,挪威,挪威,Defender,26,1,0,38,6.8,False,Genoa,N/A
David Møller Wolfe,Norway,挪威,挪威,Defender,24,1,0,22,6.7,False,Wolverhampton Wanderers,N/A
Patrick Berg,Norway,挪威,挪威,Midfielder,28,0,0,43,6.8,False,Bodø/Glimt,N/A
Alexander Sørloth,Norway,挪威,挪威,Forward,30,26,11,72,8.0,True,Atlético Madrid,N/A
Sander Berge,Norway,挪威,挪威,Midfielder,28,1,0,66,7.1,False,Fulham,N/A
Erling Haaland,Norway,挪威,挪威,Forward,25,55,23,50,9.4,True,Manchester City,N/A
Martin Ødegaard,Norway,挪威,挪威,Midfielder,27,5,2,68,7.3,False,Arsenal,N/A
Jørgen Strand Larsen,Norway,挪威,挪威,Forward,26,6,3,28,7.2,False,Crystal Palace,N/A
Sander Tangvik,Norway,挪威,挪威,Goalkeeper,23,0,0,0,6.4,False,Hamburger SV,N/A
Egil Selvik,Norway,挪威,挪威,Goalkeeper,28,0,0,7,6.5,False,Watford,N/A
Fredrik Aursnes,Norway,挪威,挪威,Midfielder,30,1,0,22,6.7,False,Benfica,N/A
Fredrik André Bjørkan,Norway,挪威,挪威,Defender,27,1,0,21,6.7,False,Bodø/Glimt,N/A
Marcus Holmgren Pedersen,Norway,挪威,挪威,Defender,25,0,0,32,6.7,False,Torino,N/A
Torbjørn Heggem,Norway,挪威,挪威,Defender,27,0,0,15,6.6,False,Bologna,N/A
Kristian Thorstvedt,Norway,挪威,挪威,Midfielder,27,4,2,37,7.0,False,Sassuolo,N/A
Thelo Aasgaard,Norway,挪威,挪威,Midfielder,24,5,2,8,8.0,True,Rangers,N/A
Antonio Nusa,Norway,挪威,挪威,Forward,21,8,3,24,7.5,False,RB Leipzig,N/A
Andreas Schjelderup,Norway,挪威,挪威,Midfielder,22,1,0,12,6.7,False,Benfica,N/A
Oscar Bobb,Norway,挪威,挪威,Midfielder,22,2,1,20,6.8,False,Fulham,N/A
Jens Petter Hauge,Norway,挪威,挪威,Midfielder,26,1,0,15,6.7,False,Bodø/Glimt,N/A
Sondre Langås,Norway,挪威,挪威,Defender,25,0,0,3,6.4,False,Derby County,N/A
Henrik Falchener,Norway,挪威,挪威,Defender,23,0,0,1,6.4,False,Viking,N/A
Julian Ryerson,Norway,挪威,挪威,Forward,28,1,0,43,6.9,False,Borussia Dortmund,N/A
Yehvann Diouf,Senegal,塞內加爾,塞內加爾,Goalkeeper,26,0,0,2,6.4,False,Nice,N/A
Mamadou Sarr,Senegal,塞內加爾,塞內加爾,Defender,20,0,0,7,6.5,False,Chelsea,N/A
Kalidou Koulibaly,Senegal,塞內加爾,塞內加爾,Defender,34,2,1,102,7.4,False,Al-Hilal,N/A
Abdoulaye Seck,Senegal,塞內加爾,塞內加爾,Defender,34,4,2,22,7.1,False,Maccabi Haifa,N/A
Idrissa Gueye,Senegal,塞內加爾,塞內加爾,Midfielder,36,7,3,130,7.5,True,Everton,N/A
Pathé Ciss,Senegal,塞內加爾,塞內加爾,Midfielder,32,0,0,29,6.7,False,Rayo Vallecano,N/A
Assane Diao,Senegal,塞內加爾,塞內加爾,Forward,20,0,0,5,6.4,False,Como,N/A
Lamine Camara,Senegal,塞內加爾,塞內加爾,Midfielder,22,7,3,32,7.3,False,Monaco,N/A
Bamba Dieng,Senegal,塞內加爾,塞內加爾,Forward,26,2,1,22,6.8,False,Lorient,N/A
Sadio Mané,Senegal,塞內加爾,塞內加爾,Forward,34,55,23,127,8.5,True,Al-Nassr,N/A
Nicolas Jackson,Senegal,塞內加爾,塞內加爾,Forward,24,8,3,32,7.3,False,Bayern Munich,N/A
Cherif Ndiaye,Senegal,塞內加爾,塞內加爾,Forward,30,4,2,18,7.1,False,Samsunspor,N/A
Iliman Ndiaye,Senegal,塞內加爾,塞內加爾,Forward,26,4,2,39,7.0,False,Everton,N/A
Ismail Jakobs,Senegal,塞內加爾,塞內加爾,Defender,26,0,0,29,6.7,False,Galatasaray,N/A
Krépin Diatta,Senegal,塞內加爾,塞內加爾,Defender,27,2,1,60,7.1,False,Monaco,N/A
Édouard Mendy,Senegal,塞內加爾,塞內加爾,Goalkeeper,34,0,0,56,7.0,False,Al-Ahli,N/A
Pape Matar Sarr,Senegal,塞內加爾,塞內加爾,Midfielder,23,4,2,39,7.0,False,Tottenham Hotspur,N/A
Ismaïla Sarr,Senegal,塞內加爾,塞內加爾,Forward,28,19,8,82,7.8,True,Crystal Palace,N/A
Moussa Niakhaté,Senegal,塞內加爾,塞內加爾,Defender,30,0,0,30,6.7,False,Lyon,N/A
Ibrahim Mbaye,Senegal,塞內加爾,塞內加爾,Forward,18,3,1,10,7.2,False,Paris Saint-Germain,N/A
Habib Diarra,Senegal,塞內加爾,塞內加爾,Midfielder,22,4,2,20,7.1,False,Sunderland,N/A
Bara Sapoko Ndiaye,Senegal,塞內加爾,塞內加爾,Midfielder,18,0,0,1,6.4,False,Bayern Munich,N/A
Mory Diaw,Senegal,塞內加爾,塞內加爾,Goalkeeper,32,0,0,5,6.4,False,Le Havre,N/A
Antoine Mendy,Senegal,塞內加爾,塞內加爾,Defender,22,0,0,6,6.5,False,Nice,N/A
El Hadji Malick Diouf,Senegal,塞內加爾,塞內加爾,Defender,21,1,0,19,6.7,False,West Ham United,N/A
Pape Gueye,Senegal,塞內加爾,塞內加爾,Midfielder,27,5,2,41,7.1,False,Villarreal,N/A
Melvin Mastil,Algeria,阿爾及利亞,阿爾及利亞,Goalkeeper,26,0,0,1,6.4,False,Stade Nyonnais,N/A
Aïssa Mandi,Algeria,阿爾及利亞,阿爾及利亞,Defender,34,7,3,117,7.6,False,Lille,N/A
Achref Abada,Algeria,阿爾及利亞,阿爾及利亞,Defender,26,1,0,7,6.8,False,USM Alger,N/A
Mohamed Amine Tougai,Algeria,阿爾及利亞,阿爾及利亞,Defender,26,2,1,29,6.9,False,Espérance de Tunis,N/A
Zineddine Belaïd,Algeria,阿爾及利亞,阿爾及利亞,Defender,27,1,0,10,6.8,False,JS Kabylie,N/A
Ramiz Zerrouki,Algeria,阿爾及利亞,阿爾及利亞,Midfielder,28,3,1,52,7.1,False,Twente,N/A
Riyad Mahrez,Algeria,阿爾及利亞,阿爾及利亞,Forward,35,38,16,114,8.2,True,Al-Ahli,N/A
Houssem Aouar,Algeria,阿爾及利亞,阿爾及利亞,Midfielder,27,6,3,20,7.4,False,Al-Ittihad,N/A
Amine Gouiri,Algeria,阿爾及利亞,阿爾及利亞,Forward,26,8,3,22,7.5,False,Marseille,N/A
Farès Chaïbi,Algeria,阿爾及利亞,阿爾及利亞,Midfielder,23,3,1,29,6.9,False,Eintracht Frankfurt,N/A
Anis Hadj Moussa,Algeria,阿爾及利亞,阿爾及利亞,Forward,24,1,0,14,6.7,False,Feyenoord,N/A
Nadhir Benbouali,Algeria,阿爾及利亞,阿爾及利亞,Forward,26,1,0,3,7.3,False,Győri ETO,N/A
Jaouen Hadjam,Algeria,阿爾及利亞,阿爾及利亞,Defender,23,3,1,17,7.0,False,Young Boys,N/A
Hicham Boudaoui,Algeria,阿爾及利亞,阿爾及利亞,Midfielder,26,0,0,32,6.7,False,Nice,N/A
Rayan Aït-Nouri,Algeria,阿爾及利亞,阿爾及利亞,Defender,25,0,0,28,6.7,False,Manchester City,N/A
Oussama Benbot,Algeria,阿爾及利亞,阿爾及利亞,Goalkeeper,31,0,0,2,6.4,False,USM Alger,N/A
Rafik Belghali,Algeria,阿爾及利亞,阿爾及利亞,Defender,24,1,0,12,6.7,False,Hellas Verona,N/A
Mohamed Amoura,Algeria,阿爾及利亞,阿爾及利亞,Forward,26,19,8,45,7.9,True,VfL Wolfsburg,N/A
Nabil Bentaleb,Algeria,阿爾及利亞,阿爾及利亞,Midfielder,31,6,3,59,7.2,False,Lille,N/A
Adil Boulbina,Algeria,阿爾及利亞,阿爾及利亞,Forward,23,6,3,11,7.9,False,Al-Duhail,N/A
Ramy Bensebaini,Algeria,阿爾及利亞,阿爾及利亞,Defender,31,7,3,81,7.4,False,Borussia Dortmund,N/A
Ibrahim Maza,Algeria,阿爾及利亞,阿爾及利亞,Midfielder,20,2,1,16,6.9,False,Bayer Leverkusen,N/A
Luca Zidane,Algeria,阿爾及利亞,阿爾及利亞,Goalkeeper,28,0,0,7,6.5,False,Granada,N/A
Yacine Titraoui,Algeria,阿爾及利亞,阿爾及利亞,Midfielder,22,0,0,5,6.4,False,Charleroi,N/A
Farès Ghedjemis,Algeria,阿爾及利亞,阿爾及利亞,Forward,23,1,0,1,8.9,True,Frosinone,N/A
Samir Chergui,Algeria,阿爾及利亞,阿爾及利亞,Defender,27,0,0,4,6.4,False,Paris FC,N/A
Juan Musso,Argentina,阿根廷,阿根廷,Goalkeeper,32,0,0,4,6.4,False,Atlético Madrid,N/A
Nicolás Tagliafico,Argentina,阿根廷,阿根廷,Defender,33,1,0,76,7.2,False,Lyon,N/A
Gonzalo Montiel,Argentina,阿根廷,阿根廷,Defender,29,2,1,38,6.9,False,River Plate,N/A
Leandro Paredes,Argentina,阿根廷,阿根廷,Midfielder,31,5,2,77,7.3,False,Boca Juniors,N/A
Lisandro Martínez,Argentina,阿根廷,阿根廷,Defender,28,1,0,27,6.8,False,Manchester United,N/A
Rodrigo De Paul,Argentina,阿根廷,阿根廷,Midfielder,32,2,1,86,7.3,False,Inter Miami CF,N/A
Valentín Barco,Argentina,阿根廷,阿根廷,Midfielder,21,1,0,3,7.3,False,Strasbourg,N/A
Julián Alvarez,Argentina,阿根廷,阿根廷,Forward,26,14,6,51,7.6,True,Atlético Madrid,N/A
Lionel Messi,Argentina,阿根廷,阿根廷,Forward,38,116,49,198,8.9,True,Inter Miami CF,N/A
Giovani Lo Celso,Argentina,阿根廷,阿根廷,Midfielder,30,4,2,66,7.2,False,Real Betis,N/A
Gerónimo Rulli,Argentina,阿根廷,阿根廷,Goalkeeper,34,0,0,7,6.5,False,Marseille,N/A
Cristian Romero,Argentina,阿根廷,阿根廷,Defender,28,3,1,50,7.0,False,Tottenham Hotspur,N/A
Exequiel Palacios,Argentina,阿根廷,阿根廷,Midfielder,27,0,0,39,6.8,False,Bayer Leverkusen,N/A
Nicolás González,Argentina,阿根廷,阿根廷,Midfielder,28,6,3,50,7.2,False,Atlético Madrid,N/A
Thiago Almada,Argentina,阿根廷,阿根廷,Forward,25,4,2,15,7.2,False,Atlético Madrid,N/A
Giuliano Simeone,Argentina,阿根廷,阿根廷,Forward,23,2,1,12,6.9,False,Atlético Madrid,N/A
Nico Paz,Argentina,阿根廷,阿根廷,Forward,21,1,0,8,6.8,False,Como,N/A
Nicolás Otamendi,Argentina,阿根廷,阿根廷,Defender,38,8,3,131,7.6,False,Benfica,N/A
Alexis Mac Allister,Argentina,阿根廷,阿根廷,Midfielder,27,6,3,45,7.2,False,Liverpool,N/A
José Manuel López,Argentina,阿根廷,阿根廷,Forward,25,0,0,4,6.4,False,Palmeiras,N/A
