player_name,team,team_zh,nationality,position,age,national_goals,assists,appearances,recent_form,is_key_player,club,data_note
Duckens Nazon,Haiti,海地,海地,Forward,32,44,18,78,8.6,True,Esteghlal,N/A
Jean-Ricner Bellegarde,Haiti,海地,海地,Midfielder,27,0,0,10,6.5,False,Wolverhampton Wanderers,N/A
Louicius Deedson,Haiti,海地,海地,Forward,25,10,4,32,7.5,False,FC Dallas,N/A
Alexandre Pierre,Haiti,海地,海地,Goalkeeper,25,0,0,15,6.6,False,Sochaux,N/A
Duke Lacroix,Haiti,海地,海地,Defender,32,3,1,16,7.0,False,Colorado Springs Switchbacks FC,N/A
Leverton Pierre,Haiti,海地,海地,Midfielder,28,0,0,33,6.7,False,Vizela,N/A
Ruben Providence,Haiti,海地,海地,Forward,24,3,1,15,7.0,False,Almere City,N/A
Lenny Joseph,Haiti,海地,海地,Forward,25,1,0,2,7.7,True,Ferencváros,N/A
Danley Jean Jacques,Haiti,海地,海地,Midfielder,26,6,3,30,7.2,False,Philadelphia Union,N/A
Wilson Isidor,Haiti,海地,海地,Forward,25,2,1,4,7.7,False,Sunderland,N/A
Yassin Fortuné,Haiti,海地,海地,Forward,27,0,0,4,6.4,False,Vizela,N/A
Frantzdy Pierrot,Haiti,海地,海地,Forward,31,34,14,51,8.6,True,Çaykur Rizespor,N/A
Josué Casimir,Haiti,海地,海地,Forward,24,0,0,7,6.5,False,Auxerre,N/A
Jean-Kévin Duverne,Haiti,海地,海地,Defender,28,1,0,17,6.7,False,Gent,N/A
Josué Duverger,Haiti,海地,海地,Goalkeeper,26,0,0,6,6.5,False,Cosmos Koblenz,N/A
Wilguens Paugain,Haiti,海地,海地,Defender,24,0,0,8,6.5,False,Zulte Waregem,N/A
Dominique Simon,Haiti,海地,海地,Midfielder,25,0,0,2,6.4,False,Tatran Prešov,N/A
Woodensky Pierre,Haiti,海地,海地,Midfielder,21,0,0,1,6.4,False,Violette,N/A
Yassine Bounou,Morocco,摩洛哥,摩洛哥,Goalkeeper,35,0,0,90,7.3,False,Al-Hilal,N/A
Achraf Hakimi,Morocco,摩洛哥,摩洛哥,Defender,27,11,5,96,7.6,True,Paris Saint-Germain,N/A
Noussair Mazraoui,Morocco,摩洛哥,摩洛哥,Defender,28,2,1,45,7.0,False,Manchester United,N/A
Sofyan Amrabat,Morocco,摩洛哥,摩洛哥,Midfielder,29,0,0,75,7.2,False,Real Betis,N/A
Nayef Aguerd,Morocco,摩洛哥,摩洛哥,Defender,30,2,1,64,7.1,False,Marseille,N/A
Ayyoub Bouaddi,Morocco,摩洛哥,摩洛哥,Midfielder,18,0,0,4,6.4,False,Lille,N/A
Chemsdine Talbi,Morocco,摩洛哥,摩洛哥,Midfielder,21,0,0,5,6.4,False,Sunderland,N/A
Azzedine Ounahi,Morocco,摩洛哥,摩洛哥,Midfielder,26,9,4,49,7.4,False,Girona,N/A
Soufiane Rahimi,Morocco,摩洛哥,摩洛哥,Forward,30,12,5,37,7.6,False,Al Ain,N/A
Brahim Díaz,Morocco,摩洛哥,摩洛哥,Forward,26,14,6,26,8.0,True,Real Madrid,N/A
Ismael Saibari,Morocco,摩洛哥,摩洛哥,Midfielder,25,9,4,31,7.4,False,PSV Eindhoven,N/A
Munir Mohamedi,Morocco,摩洛哥,摩洛哥,Goalkeeper,37,0,0,53,6.9,False,RS Berkane,N/A
Zakaria El Ouahdi,Morocco,摩洛哥,摩洛哥,Defender,24,0,0,3,6.4,False,Genk,N/A
Issa Diop,Morocco,摩洛哥,摩洛哥,Defender,29,0,0,4,6.4,False,Fulham,N/A
Samir El Mourabet,Morocco,摩洛哥,摩洛哥,Midfielder,20,0,0,4,6.4,False,Strasbourg,N/A
Gessime Yassine,Morocco,摩洛哥,摩洛哥,Midfielder,20,0,0,5,6.4,False,Strasbourg,N/A
Abde Ezzalzouli,Morocco,摩洛哥,摩洛哥,Forward,24,2,1,37,6.9,False,Real Betis,N/A
Chadi Riad,Morocco,摩洛哥,摩洛哥,Defender,22,1,0,6,6.9,False,Crystal Palace,N/A
Youssef Belammari,Morocco,摩洛哥,摩洛哥,Defender,27,0,0,19,6.6,False,Al Ahly,N/A
Ayoub El Kaabi,Morocco,摩洛哥,摩洛哥,Forward,32,35,15,71,8.3,True,Olympiacos,N/A
Ayoube Amaimouni,Morocco,摩洛哥,摩洛哥,Forward,21,0,0,2,6.4,False,Eintracht Frankfurt,N/A
Ahmed Reda Tagnaouti,Morocco,摩洛哥,摩洛哥,Goalkeeper,30,0,0,3,6.4,False,AS FAR,N/A
Bilal El Khannouss,Morocco,摩洛哥,摩洛哥,Midfielder,22,3,1,37,7.0,False,VfB Stuttgart,N/A
Neil El Aynaoui,Morocco,摩洛哥,摩洛哥,Midfielder,24,2,1,16,6.9,False,Roma,N/A
Redouane Halhal,Morocco,摩洛哥,摩洛哥,Defender,23,0,0,3,6.4,False,Mechelen,N/A
Anass Salah-Eddine,Morocco,摩洛哥,摩洛哥,Defender,24,0,0,9,6.5,False,PSV Eindhoven,N/A
Angus Gunn,Scotland,蘇格蘭,蘇格蘭,Goalkeeper,30,0,0,22,6.6,False,Nottingham Forest,N/A
Aaron Hickey,Scotland,蘇格蘭,蘇格蘭,Defender,24,0,0,21,6.6,False,Brentford,N/A
Andy Robertson,Scotland,蘇格蘭,蘇格蘭,Defender,32,4,2,94,7.4,False,Liverpool,N/A
Scott McTominay,Scotland,蘇格蘭,蘇格蘭,Midfielder,29,15,6,70,7.6,True,Napoli,N/A
Grant Hanley,Scotland,蘇格蘭,蘇格蘭,Defender,34,2,1,68,7.2,False,Hibernian,N/A
Kieran Tierney,Scotland,蘇格蘭,蘇格蘭,Defender,29,2,1,56,7.0,False,Celtic,N/A
John McGinn,Scotland,蘇格蘭,蘇格蘭,Midfielder,31,20,8,86,7.8,True,Aston Villa,N/A
Tyler Fletcher,Scotland,蘇格蘭,蘇格蘭,Midfielder,19,0,0,2,6.4,False,Manchester United,N/A
Lyndon Dykes,Scotland,蘇格蘭,蘇格蘭,Forward,30,10,4,51,7.4,False,Charlton Athletic,N/A
Ché Adams,Scotland,蘇格蘭,蘇格蘭,Forward,29,13,5,47,7.6,True,Torino,N/A
Ryan Christie,Scotland,蘇格蘭,蘇格蘭,Midfielder,31,10,4,68,7.4,False,Bournemouth,N/A
Liam Kelly,Scotland,蘇格蘭,蘇格蘭,Goalkeeper,30,0,0,3,6.4,False,Rangers,N/A
Jack Hendry,Scotland,蘇格蘭,蘇格蘭,Defender,31,3,1,38,7.0,False,Al-Ettifaq,N/A
Ross Stewart,Scotland,蘇格蘭,蘇格蘭,Forward,29,0,0,3,6.4,False,Southampton,N/A
John Souttar,Scotland,蘇格蘭,蘇格蘭,Defender,29,2,1,24,6.8,False,Rangers,N/A
Dominic Hyam,Scotland,蘇格蘭,蘇格蘭,Defender,30,0,0,4,6.4,False,Wrexham,N/A
Ben Gannon-Doak,Scotland,蘇格蘭,蘇格蘭,Forward,20,1,0,14,6.7,False,Bournemouth,N/A
George Hirst,Scotland,蘇格蘭,蘇格蘭,Forward,27,1,0,10,6.8,False,Ipswich Town,N/A
Lewis Ferguson,Scotland,蘇格蘭,蘇格蘭,Midfielder,26,1,0,24,6.7,False,Bologna,N/A
Lawrence Shankland,Scotland,蘇格蘭,蘇格蘭,Forward,30,7,3,20,7.5,False,Heart of Midlothian,N/A
Craig Gordon,Scotland,蘇格蘭,蘇格蘭,Goalkeeper,43,0,0,84,7.2,False,Heart of Midlothian,N/A
Nathan Patterson,Scotland,蘇格蘭,蘇格蘭,Defender,24,1,0,26,6.8,False,Everton,N/A
Kenny McLean,Scotland,蘇格蘭,蘇格蘭,Midfielder,34,3,1,58,7.1,False,Norwich City,N/A
Anthony Ralston,Scotland,蘇格蘭,蘇格蘭,Defender,27,1,0,27,6.8,False,Celtic,N/A
Findlay Curtis,Scotland,蘇格蘭,蘇格蘭,Forward,20,1,0,3,7.3,False,Kilmarnock,N/A
Scott McKenna,Scotland,蘇格蘭,蘇格蘭,Defender,29,1,0,50,7.0,False,Dinamo Zagreb,N/A
Mathew Ryan,Australia,澳洲,澳洲,Goalkeeper,34,0,0,104,7.4,False,Levante,N/A
Miloš Degenek,Australia,澳洲,澳洲,Defender,32,1,0,57,7.0,False,APOEL,N/A
Alessandro Circati,Australia,澳洲,澳洲,Defender,22,1,0,13,6.7,False,Parma,N/A
Jacob Italiano,Australia,澳洲,澳洲,Defender,24,0,0,5,6.4,False,Grazer AK,N/A
Jordan Bos,Australia,澳洲,澳洲,Defender,23,4,2,27,7.0,False,Feyenoord,N/A
Jason Geria,Australia,澳洲,澳洲,Defender,33,0,0,14,6.5,False,Albirex Niigata,N/A
Mathew Leckie,Australia,澳洲,澳洲,Forward,35,14,6,80,7.6,True,Melbourne City,N/A
Connor Metcalfe,Australia,澳洲,澳洲,Midfielder,26,1,0,36,6.8,False,FC St. Pauli,N/A
Mohamed Touré,Australia,澳洲,澳洲,Forward,22,2,1,10,7.0,False,Norwich City,N/A
Ajdin Hrustic,Australia,澳洲,澳洲,Forward,29,4,2,37,7.0,False,Heracles Almelo,N/A
Awer Mabil,Australia,澳洲,澳洲,Forward,30,10,4,38,7.4,False,Castellón,N/A
Paul Izzo,Australia,澳洲,澳洲,Goalkeeper,31,0,0,4,6.4,False,Randers,N/A
Aiden O'Neill,Australia,澳洲,澳洲,Midfielder,27,0,0,31,6.7,False,New York City FC,N/A
Cammy Devlin,Australia,澳洲,澳洲,Midfielder,28,0,0,5,6.4,False,Heart of Midlothian,N/A
Kai Trewin,Australia,澳洲,澳洲,Defender,25,0,0,6,6.5,False,New York City FC,N/A
Aziz Behich,Australia,澳洲,澳洲,Defender,35,3,1,84,7.3,False,Melbourne City,N/A
Nestory Irankunda,Australia,澳洲,澳洲,Forward,20,5,2,15,7.4,False,Watford,N/A
Patrick Beach,Australia,澳洲,澳洲,Goalkeeper,22,0,0,2,6.4,False,Melbourne City,N/A
Harry Souttar,Australia,澳洲,澳洲,Defender,27,11,5,38,7.5,False,Leicester City,N/A
Cristian Volpato,Australia,澳洲,澳洲,Forward,22,0,0,1,6.4,False,Sassuolo,N/A
Cameron Burgess,Australia,澳洲,澳洲,Defender,30,0,0,27,6.7,False,Swansea City,N/A
Jackson Irvine,Australia,澳洲,澳洲,Midfielder,33,14,6,82,7.6,True,FC St. Pauli,N/A
Nishan Velupillay,Australia,澳洲,澳洲,Forward,25,3,1,7,7.5,False,Melbourne Victory,N/A
Paul Okon-Engstler,Australia,澳洲,澳洲,Midfielder,21,0,0,6,6.5,False,Sydney FC,N/A
Lucas Herrington,Australia,澳洲,澳洲,Defender,18,0,0,4,6.4,False,Colorado Rapids,N/A
Tete Yengi,Australia,澳洲,澳洲,Forward,25,1,0,1,8.9,True,Machida Zelvia,N/A
Gatito Fernández,Paraguay,巴拉圭,巴拉圭,Goalkeeper,38,0,0,31,6.7,False,Cerro Porteño,N/A
Gustavo Velázquez,Paraguay,巴拉圭,巴拉圭,Defender,35,1,0,13,6.7,False,Cerro Porteño,N/A
Omar Alderete,Paraguay,巴拉圭,巴拉圭,Defender,29,3,1,36,7.0,False,Sunderland,N/A
Juan José Cáceres,Paraguay,巴拉圭,巴拉圭,Defender,26,0,0,17,6.6,False,Dynamo Moscow,N/A
Fabián Balbuena,Paraguay,巴拉圭,巴拉圭,Defender,34,2,1,48,7.0,False,Grêmio,N/A
Júnior Alonso,Paraguay,巴拉圭,巴拉圭,Defender,33,3,1,71,7.2,False,Atlético Mineiro,N/A
Ramón Sosa,Paraguay,巴拉圭,巴拉圭,Midfielder,26,1,0,29,6.8,False,Palmeiras,N/A
Diego Gómez,Paraguay,巴拉圭,巴拉圭,Midfielder,23,3,1,24,7.0,False,Brighton & Hove Albion,N/A
Antonio Sanabria,Paraguay,巴拉圭,巴拉圭,Forward,30,7,3,48,7.2,False,Cremonese,N/A
Miguel Almirón,Paraguay,巴拉圭,巴拉圭,Midfielder,32,10,4,76,7.5,True,Atlanta United FC,N/A
Maurício,Paraguay,巴拉圭,巴拉圭,Midfielder,24,0,0,3,6.4,False,Palmeiras,N/A
Orlando Gill,Paraguay,巴拉圭,巴拉圭,Goalkeeper,26,0,0,6,6.5,False,San Lorenzo,N/A
José Canale,Paraguay,巴拉圭,巴拉圭,Defender,29,0,0,2,6.4,False,Lanús,N/A
Andrés Cubas,Paraguay,巴拉圭,巴拉圭,Midfielder,30,0,0,33,6.7,False,Vancouver Whitecaps FC,N/A
Gustavo Gómez,Paraguay,巴拉圭,巴拉圭,Defender,33,4,2,89,7.4,False,Palmeiras,N/A
Damián Bobadilla,Paraguay,巴拉圭,巴拉圭,Midfielder,24,1,0,19,6.7,False,São Paulo,N/A
Kaku,Paraguay,巴拉圭,巴拉圭,Forward,31,6,3,33,7.2,False,Al Ain,N/A
Álex Arce,Paraguay,巴拉圭,巴拉圭,Forward,30,1,0,15,6.7,False,Independiente Rivadavia,N/A
Julio Enciso,Paraguay,巴拉圭,巴拉圭,Forward,22,4,2,32,7.0,False,Strasbourg,N/A
Braian Ojeda,Paraguay,巴拉圭,巴拉圭,Midfielder,25,0,0,17,6.6,False,Orlando City SC,N/A
Gabriel Ávalos,Paraguay,巴拉圭,巴拉圭,Forward,35,2,1,23,6.8,False,Independiente,N/A
Gastón Olveira,Paraguay,巴拉圭,巴拉圭,Goalkeeper,33,0,0,1,6.4,False,Olimpia,N/A
Matías Galarza,Paraguay,巴拉圭,巴拉圭,Midfielder,24,3,1,15,7.0,False,Atlanta United FC,N/A
Gustavo Caballero,Paraguay,巴拉圭,巴拉圭,Midfielder,24,1,0,2,7.7,True,Portsmouth,N/A
Isidro Pitta,Paraguay,巴拉圭,巴拉圭,Forward,26,0,0,5,6.4,False,Red Bull Bragantino,N/A
Alexandro Maidana,Paraguay,巴拉圭,巴拉圭,Defender,20,1,0,2,7.7,True,Talleres,N/A
Mert Günok,Turkiye,土耳其,土耳其,Goalkeeper,37,0,0,37,6.8,False,Fenerbahçe,N/A
Zeki Çelik,Turkiye,土耳其,土耳其,Defender,29,3,1,61,7.1,False,Roma,N/A
Merih Demiral,Turkiye,土耳其,土耳其,Defender,28,6,3,62,7.3,True,Al-Ahli,N/A
Çağlar Söyüncü,Turkiye,土耳其,土耳其,Defender,30,2,1,60,7.1,False,Fenerbahçe,N/A
Salih Özcan,Turkiye,土耳其,土耳其,Midfielder,28,1,0,30,6.8,False,Borussia Dortmund,N/A
Orkun Kökçü,Turkiye,土耳其,土耳其,Midfielder,25,4,2,50,7.1,False,Beşiktaş,N/A
Kerem Aktürkoğlu,Turkiye,土耳其,土耳其,Forward,27,15,6,52,7.6,True,Fenerbahçe,N/A
Arda Güler,Turkiye,土耳其,土耳其,Forward,21,6,3,29,7.2,False,Real Madrid,N/A
Deniz Gül,Turkiye,土耳其,土耳其,Forward,21,2,1,8,7.1,False,Porto,N/A
Hakan Çalhanoğlu,Turkiye,土耳其,土耳其,Midfielder,32,22,9,105,7.9,True,Inter Milan,N/A
Kenan Yıldız,Turkiye,土耳其,土耳其,Forward,21,5,2,28,7.1,False,Juventus,N/A
Altay Bayındır,Turkiye,土耳其,土耳其,Goalkeeper,28,0,0,12,6.5,False,Manchester United,N/A
Eren Elmalı,Turkiye,土耳其,土耳其,Defender,25,0,0,23,6.6,False,Galatasaray,N/A
Abdülkerim Bardakcı,Turkiye,土耳其,土耳其,Defender,31,2,1,27,6.9,False,Galatasaray,N/A
Ozan Kabak,Turkiye,土耳其,土耳其,Defender,26,2,1,30,6.9,False,TSG Hoffenheim,N/A
İsmail Yüksek,Turkiye,土耳其,土耳其,Midfielder,27,1,0,32,6.8,False,Fenerbahçe,N/A
İrfan Can Kahveci,Turkiye,土耳其,土耳其,Forward,30,6,3,47,7.2,False,Kasımpaşa,N/A
Mert Müldür,Turkiye,土耳其,土耳其,Defender,27,3,1,45,7.0,False,Fenerbahçe,N/A
Yunus Akgün,Turkiye,土耳其,土耳其,Forward,25,4,2,19,7.1,False,Galatasaray,N/A
Ferdi Kadıoğlu,Turkiye,土耳其,土耳其,Defender,26,2,1,30,6.9,False,Brighton & Hove Albion,N/A
Barış Alper Yılmaz,Turkiye,土耳其,土耳其,Forward,26,4,2,35,7.0,False,Galatasaray,N/A
Kaan Ayhan,Turkiye,土耳其,土耳其,Midfielder,31,5,2,73,7.3,False,Galatasaray,N/A
Uğurcan Çakır,Turkiye,土耳其,土耳其,Goalkeeper,30,0,0,39,6.8,False,Galatasaray,N/A
Oğuz Aydın,Turkiye,土耳其,土耳其,Forward,25,0,0,11,6.5,False,Fenerbahçe,N/A
Samet Akaydin,Turkiye,土耳其,土耳其,Defender,32,1,0,19,6.7,False,Çaykur Rizespor,N/A
Can Uzun,Turkiye,土耳其,土耳其,Forward,20,1,0,6,6.9,False,Eintracht Frankfurt,N/A
Matt Turner,United States,美國,美國,Goalkeeper,31,0,0,54,6.9,False,New England Revolution,N/A
Sergiño Dest,United States,美國,美國,Defender,25,3,1,39,7.0,False,PSV Eindhoven,N/A
Chris Richards,United States,美國,美國,Defender,26,3,1,36,7.0,False,Crystal Palace,N/A
Tyler Adams,United States,美國,美國,Midfielder,27,2,1,54,7.0,False,Bournemouth,N/A
Antonee Robinson,United States,美國,美國,Defender,28,5,2,54,7.2,False,Fulham,N/A
Auston Trusty,United States,美國,美國,Defender,27,0,0,8,6.5,False,Celtic,N/A
Giovanni Reyna,United States,美國,美國,Midfielder,23,9,4,38,7.4,False,Borussia Mönchengladbach,N/A
Weston McKennie,United States,美國,美國,Midfielder,27,12,5,66,7.5,True,Juventus,N/A
Ricardo Pepi,United States,美國,美國,Forward,23,13,5,37,7.6,True,PSV Eindhoven,N/A
Christian Pulisic,United States,美國,美國,Forward,27,33,14,86,8.2,True,Milan,N/A
Brenden Aaronson,United States,美國,美國,Forward,25,9,4,58,7.4,False,Leeds United,N/A
Miles Robinson,United States,美國,美國,Defender,29,3,1,40,7.0,False,FC Cincinnati,N/A
Tim Ream,United States,美國,美國,Defender,38,1,0,82,7.3,False,Charlotte FC,N/A
Sebastian Berhalter,United States,美國,美國,Midfielder,25,1,0,13,6.7,False,Vancouver Whitecaps FC,N/A
Cristian Roldan,United States,美國,美國,Midfielder,31,0,0,47,6.9,False,Seattle Sounders FC,N/A
Alex Freeman,United States,美國,美國,Defender,21,2,1,17,6.9,False,Villarreal,N/A
Malik Tillman,United States,美國,美國,Midfielder,24,3,1,30,7.0,False,Bayer Leverkusen,N/A
Maximilian Arfsten,United States,美國,美國,Defender,25,1,0,20,6.7,False,Columbus Crew,N/A
Haji Wright,United States,美國,美國,Forward,28,7,3,20,7.5,False,Coventry City,N/A
Folarin Balogun,United States,美國,美國,Forward,24,9,4,27,7.5,False,Monaco,N/A
Timothy Weah,United States,美國,美國,Forward,26,7,3,51,7.3,False,Marseille,N/A
Mark McKenzie,United States,美國,美國,Defender,27,0,0,29,6.7,False,Toulouse,N/A
Joe Scally,United States,美國,美國,Defender,23,0,0,26,6.7,False,Borussia Mönchengladbach,N/A
Matt Freese,United States,美國,美國,Goalkeeper,27,0,0,15,6.6,False,New York City FC,N/A
Chris Brady,United States,美國,美國,Goalkeeper,22,0,0,1,6.4,False,Chicago Fire FC,N/A
Alejandro Zendejas,United States,美國,美國,Forward,28,2,1,14,6.9,False,América,N/A
Eloy Room,Curacao,庫拉索,庫拉索,Goalkeeper,37,0,0,71,7.1,False,Miami FC,N/A
Shurandy Sambo,Curacao,庫拉索,庫拉索,Defender,24,0,0,8,6.5,False,Sparta Rotterdam,N/A
Juriën Gaari,Curacao,庫拉索,庫拉索,Defender,32,1,0,60,7.0,False,Abha,N/A
Roshon van Eijma,Curacao,庫拉索,庫拉索,Defender,28,1,0,28,6.8,False,RKC Waalwijk,N/A
Sherel Floranus,Curacao,庫拉索,庫拉索,Defender,27,0,0,28,6.7,False,PEC Zwolle,N/A
Godfried Roemeratoe,Curacao,庫拉索,庫拉索,Midfielder,26,1,0,28,6.8,False,RKC Waalwijk,N/A
Juninho Bacuna,Curacao,庫拉索,庫拉索,Midfielder,28,15,6,49,7.7,True,Volendam,N/A
Livano Comenencia,Curacao,庫拉索,庫拉索,Midfielder,22,2,1,20,6.8,False,Zürich,N/A
Jürgen Locadia,Curacao,庫拉索,庫拉索,Forward,32,1,0,13,6.7,False,Miami FC,N/A
Leandro Bacuna,Curacao,庫拉索,庫拉索,Midfielder,34,16,7,72,7.7,True,Iğdır,N/A
Jeremy Antonisse,Curacao,庫拉索,庫拉索,Forward,24,4,2,27,7.0,False,Kifisia,N/A
Sontje Hansen,Curacao,庫拉索,庫拉索,Forward,24,1,0,6,6.9,False,Middlesbrough,N/A
Tyrese Noslin,Curacao,庫拉索,庫拉索,Forward,23,1,0,7,6.8,False,Telstar,N/A
Kenji Gorré,Curacao,庫拉索,庫拉索,Forward,31,6,3,38,7.2,False,Maccabi Haifa,N/A
Ar'jany Martha,Curacao,庫拉索,庫拉索,Midfielder,22,2,1,9,7.0,False,Rotherham United,N/A
Jearl Margaritha,Curacao,庫拉索,庫拉索,Forward,26,5,2,22,7.2,False,Beveren,N/A
Brandley Kuwas,Curacao,庫拉索,庫拉索,Forward,33,2,1,35,6.9,False,Volendam,N/A
Armando Obispo,Curacao,庫拉索,庫拉索,Defender,27,0,0,6,6.5,False,PSV Eindhoven,N/A
Gervane Kastaneer,Curacao,庫拉索,庫拉索,Forward,30,9,4,29,7.5,False,Terengganu,N/A
Joshua Brenet,Curacao,庫拉索,庫拉索,Defender,32,2,1,18,6.9,False,Kayserispor,N/A
Tahith Chong,Curacao,庫拉索,庫拉索,Midfielder,26,3,1,6,7.7,True,Sheffield United,N/A
Kevin Felida,Curacao,庫拉索,庫拉索,Midfielder,26,1,0,19,6.7,False,Den Bosch,N/A
Riechedly Bazoer,Curacao,庫拉索,庫拉索,Defender,29,0,0,5,6.4,False,Konyaspor,N/A
Deveron Fonville,Curacao,庫拉索,庫拉索,Defender,23,0,0,2,6.4,False,NEC,N/A
Tyrick Bodak,Curacao,庫拉索,庫拉索,Goalkeeper,24,0,0,4,6.4,False,Telstar,N/A
Trevor Doornbusch,Curacao,庫拉索,庫拉索,Goalkeeper,26,0,0,8,6.5,False,VVV-Venlo,N/A
Hernán Galíndez,Ecuador,厄瓜多,厄瓜多,Goalkeeper,39,0,0,35,6.8,False,Huracán,N/A
Félix Torres,Ecuador,厄瓜多,厄瓜多,Defender,29,5,2,49,7.1,False,Internacional,N/A
Piero Hincapié,Ecuador,厄瓜多,厄瓜多,Defender,24,3,1,52,7.1,False,Arsenal,N/A
Joel Ordóñez,Ecuador,厄瓜多,厄瓜多,Defender,22,0,0,17,6.6,False,Club Brugge,N/A
Jordy Alcívar,Ecuador,厄瓜多,厄瓜多,Midfielder,26,1,0,11,6.7,False,Independiente del Valle,N/A
Willian Pacho,Ecuador,厄瓜多,厄瓜多,Defender,24,2,1,34,6.9,False,Paris Saint-Germain,N/A
Pervis Estupiñán,Ecuador,厄瓜多,厄瓜多,Defender,28,5,2,54,7.2,False,Milan,N/A
Anthony Valencia,Ecuador,厄瓜多,厄瓜多,Midfielder,22,1,0,3,7.3,True,Antwerp,N/A
John Yeboah,Ecuador,厄瓜多,厄瓜多,Forward,25,3,1,23,7.0,False,Venezia,N/A
Kendry Páez,Ecuador,厄瓜多,厄瓜多,Midfielder,19,2,1,26,6.9,False,River Plate,N/A
Kevin Rodríguez,Ecuador,厄瓜多,厄瓜多,Forward,26,2,1,31,6.9,False,Union Saint-Gilloise,N/A
Moisés Ramírez,Ecuador,厄瓜多,厄瓜多,Goalkeeper,25,0,0,7,6.5,False,Kifisia,N/A
Enner Valencia,Ecuador,厄瓜多,厄瓜多,Forward,36,49,21,105,8.6,True,Pachuca,N/A
Alan Minda,Ecuador,厄瓜多,厄瓜多,Midfielder,23,2,1,20,6.8,False,Atlético Mineiro,N/A
Pedro Vite,Ecuador,厄瓜多,厄瓜多,Midfielder,24,1,0,17,6.7,False,UNAM,N/A
Jordy Caicedo,Ecuador,厄瓜多,厄瓜多,Forward,28,4,2,20,7.1,False,Huracán,N/A
Ángelo Preciado,Ecuador,厄瓜多,厄瓜多,Defender,28,0,0,55,7.0,False,Atlético Mineiro,N/A
Denil Castillo,Ecuador,厄瓜多,厄瓜多,Midfielder,22,0,0,5,6.4,False,Midtjylland,N/A
Gonzalo Plata,Ecuador,厄瓜多,厄瓜多,Forward,25,8,3,50,7.3,True,Flamengo,N/A
Nilson Angulo,Ecuador,厄瓜多,厄瓜多,Forward,22,2,1,14,6.9,False,Sunderland,N/A
Alan Franco,Ecuador,厄瓜多,厄瓜多,Midfielder,27,1,0,58,7.0,False,Atlético Mineiro,N/A
Gonzalo Valle,Ecuador,厄瓜多,厄瓜多,Goalkeeper,30,0,0,4,6.4,False,LDU Quito,N/A
Moisés Caicedo,Ecuador,厄瓜多,厄瓜多,Midfielder,24,3,1,61,7.1,False,Chelsea,N/A
Jeremy Arévalo,Ecuador,厄瓜多,厄瓜多,Forward,21,0,0,4,6.4,False,VfB Stuttgart,N/A
Jackson Porozo,Ecuador,厄瓜多,厄瓜多,Defender,25,1,0,10,6.8,False,Tijuana,N/A
Yaimar Medina,Ecuador,厄瓜多,厄瓜多,Defender,21,0,0,6,6.5,False,Genk,N/A
Manuel Neuer,Germany,德國,德國,Goalkeeper,40,0,0,124,7.4,False,Bayern Munich,N/A
Antonio Rüdiger,Germany,德國,德國,Defender,33,3,1,82,7.3,False,Real Madrid,N/A
Waldemar Anton,Germany,德國,德國,Defender,29,0,0,13,6.5,False,Borussia Dortmund,N/A
Jonathan Tah,Germany,德國,德國,Defender,30,1,0,47,6.9,False,Bayern Munich,N/A
Aleksandar Pavlović,Germany,德國,德國,Midfielder,22,1,0,11,6.7,False,Bayern Munich,N/A
Joshua Kimmich,Germany,德國,德國,Defender,31,10,4,110,7.6,False,Bayern Munich,N/A
Kai Havertz,Germany,德國,德國,Forward,27,22,9,58,7.9,True,Arsenal,N/A
Leon Goretzka,Germany,德國,德國,Midfielder,31,15,6,70,7.6,False,Bayern Munich,N/A
Jamie Leweling,Germany,德國,德國,Midfielder,25,1,0,5,7.0,False,VfB Stuttgart,N/A
Jamal Musiala,Germany,德國,德國,Midfielder,23,9,4,42,7.4,False,Bayern Munich,N/A
Nick Woltemade,Germany,德國,德國,Forward,24,4,2,11,7.4,False,Newcastle United,N/A
Oliver Baumann,Germany,德國,德國,Goalkeeper,36,0,0,13,6.5,False,TSG Hoffenheim,N/A
Pascal Groß,Germany,德國,德國,Midfielder,34,1,0,18,6.7,False,Brighton & Hove Albion,N/A
Maximilian Beier,Germany,德國,德國,Forward,23,0,0,9,6.5,False,Borussia Dortmund,N/A
Nico Schlotterbeck,Germany,德國,德國,Defender,26,0,0,27,6.7,False,Borussia Dortmund,N/A
Angelo Stiller,Germany,德國,德國,Midfielder,25,0,0,8,6.5,False,VfB Stuttgart,N/A
Florian Wirtz,Germany,德國,德國,Midfielder,23,11,5,41,7.5,False,Liverpool,N/A
Nathaniel Brown,Germany,德國,德國,Defender,22,0,0,5,6.4,False,Eintracht Frankfurt,N/A
Leroy Sané,Germany,德國,德國,Midfielder,30,17,7,76,7.7,False,Galatasaray,N/A
Nadiem Amiri,Germany,德國,德國,Midfielder,29,1,0,11,6.7,False,Mainz 05,N/A
Alexander Nübel,Germany,德國,德國,Goalkeeper,29,0,0,3,6.4,False,VfB Stuttgart,N/A
David Raum,Germany,德國,德國,Defender,28,1,0,37,6.8,False,RB Leipzig,N/A
Felix Nmecha,Germany,德國,德國,Midfielder,25,1,0,8,6.8,False,Borussia Dortmund,N/A
Malick Thiaw,Germany,德國,德國,Defender,24,0,0,5,6.4,False,Newcastle United,N/A
